step,time_sec,active_samples,solver_time_sec,grad_norm,solver_ret,energy_main,energy_sub0,energy_sub1
155,0.155,0,0.003427,4.8211e-10,0,-1171.0,5.66303e-12,
156,0.156,0,0.005591,4.28757e-10,0,-1186.06,3.52429e-12,
157,0.157,0,0.004394,4.38152e-10,0,-1201.22,3.80851e-12,
158,0.158,0,0.003797,4.12107e-10,0,-1216.47,2.25242e-12,
159,0.159,1,0.088993,0.000185922,1,-1231.82,0.0013061,0.0454821
160,0.16,1,0.194465,9.08841e-06,1,-1247.13,0.0214531,0.193786
161,0.161,2,0.070983,0.000247655,1,-1262.35,0.112999,0.42411
162,0.162,5,0.085436,0.000235603,1,-1277.4,0.368242,0.921984
163,0.163,6,0.088324,1.64521e-05,1,-1291.84,0.946464,1.53253
164,0.164,9,0.10929,1.45596e-05,1,-1305.86,2.0393,1.98927
165,0.165,10,0.109976,0.000685991,1,-1319.66,3.7217,2.22441
166,0.166,14,0.089882,7.7033e-05,1,-1333.21,5.97049,2.37227
167,0.167,14,0.245343,1.31278e-05,1,-1346.35,8.74921,2.55608
168,0.168,17,0.087976,2.57554e-05,1,-1358.98,12.0566,2.82251
169,0.169,23,0.049242,1.69894e-06,0,-1371.02,15.9627,3.19784
170,0.17,30,0.079631,0.000847337,1,-1382.27,20.5607,3.81331
171,0.171,47,0.050335,1.71244e-06,0,-1392.15,25.922,5.25838
172,0.17200000000000001,61,0.150575,0.000142988,1,-1399.52,32.4729,7.28604
173,0.17300000000000001,76,0.16371,5.58695e-05,1,-1404.75,40.9049,9.26603
174,0.17400000000000002,87,0.050497,2.76825e-06,0,-1407.77,51.6018,11.379
175,0.17500000000000002,97,0.049463,4.0139e-06,0,-1407.42,64.8239,13.7818
176,0.176,108,0.071091,0.000297227,1,-1403.75,80.8588,16.5623
177,0.177,126,0.061636,0.000112025,1,-1396.17,99.8538,19.4928
178,0.178,138,0.122531,0.000250662,1,-1384.61,121.992,22.0878
179,0.179,150,0.07957,2.39391e-05,1,-1370.56,147.299,23.8321
180,0.18,163,0.117694,0.000746057,1,-1354.56,175.474,25.1133
181,0.181,180,0.181735,0.000595761,1,-1336.15,206.219,26.4528
182,0.182,199,0.075364,0.000103931,1,-1314.87,239.39,28.0558
183,0.183,214,0.071038,0.000417242,1,-1290.64,274.968,29.729
184,0.184,238,0.063395,0.000157718,1,-1263.72,312.882,31.4362
185,0.185,264,0.082195,5.18482e-05,1,-1234.03,352.997,33.4891
186,0.186,307,0.061752,0.00158868,1,-1200.81,394.962,37.223
187,0.187,359,0.066824,0.00141853,1,-1161.27,438.635,43.2193
188,0.188,408,0.206159,0.00063379,1,-1116.3,485.032,48.6461
189,0.189,452,0.071213,0.00148107,1,-1067.91,534.472,53.6768
190,0.19,483,0.102655,1.4414e-05,1,-1013.32,586.298,58.2549
191,0.191,493,0.076488,6.68733e-05,1,-957.868,639.626,59.1525
192,0.192,494,0.118955,0.000537643,1,-905.318,692.371,58.4616
193,0.193,489,0.069891,1.02264e-05,1,-855.283,743.422,57.4799
194,0.194,484,0.060913,0.000125674,1,-807.433,793.552,56.2625
195,0.195,479,0.20399,4.4453e-05,1,-760.643,844.057,54.6444
196,0.196,468,0.072249,1.87076e-05,1,-713.664,895.694,52.665
197,0.197,463,0.056237,1.11946e-06,0,-665.674,948.64,50.5927
198,0.198,454,0.128962,4.8036e-05,1,-616.215,1002.65,48.7104
199,0.199,442,0.04971,3.31165e-06,0,-565.228,1057.14,47.2148
200,0.2,430,0.079464,0.000242686,1,-513.121,1111.26,46.2062
201,0.201,413,0.081097,3.16567e-05,1,-460.68,1164.04,45.7271
202,0.202,406,0.209766,0.000727689,1,-408.845,1214.58,45.7322
203,0.203,395,0.084229,7.93717e-05,1,-358.535,1262.18,46.1717
204,0.20400000000000001,390,0.059259,0.000731919,1,-310.474,1306.3,46.9696
205,0.20500000000000002,387,0.102884,0.000473035,1,-265.236,1346.52,48.0367
206,0.20600000000000002,385,0.057153,6.0553e-05,1,-223.308,1382.51,49.2834
207,0.20700000000000002,384,0.060926,5.41983e-06,1,-185.101,1414.02,50.6302
208,0.20800000000000002,385,0.231381,0.00130097,1,-150.916,1440.94,52.0147
209,0.209,389,0.137482,0.000379229,1,-120.905,1463.26,53.3929
210,0.21,392,0.093975,0.000340216,1,-95.0904,1480.98,54.7369
211,0.211,400,0.083515,0.000150493,1,-73.4399,1494.11,56.0309
212,0.212,407,0.06113,8.46121e-06,1,-55.9547,1502.54,57.2682
213,0.213,414,0.09211,3.50462e-05,1,-42.7273,1506.09,58.4452
214,0.214,424,0.16388,1.82358e-05,1,-33.9404,1504.52,59.5645
215,0.215,440,0.084594,0.000140642,1,-29.7964,1497.66,60.6301
216,0.216,448,0.107826,0.000204808,1,-30.4635,1485.38,61.5983
217,0.217,463,0.081566,0.00304591,1,-36.1282,1467.67,62.3528
218,0.218,469,0.078728,0.00111194,1,-46.9347,1444.65,62.7787
219,0.219,471,0.091185,0.000141747,1,-62.888,1416.57,62.8011
220,0.22,472,0.143082,0.00496845,1,-83.8202,1383.75,62.3677
221,0.221,472,0.142706,3.49447e-05,1,-109.439,1346.66,61.4771
222,0.222,469,0.060956,0.000204236,1,-139.307,1305.8,60.1553
223,0.223,463,0.083702,0.000493039,1,-172.88,1261.74,58.4618
224,0.224,457,0.048958,7.51352e-07,0,-209.548,1215.01,56.4875
225,0.225,444,0.096654,0.000398138,1,-248.697,1166.09,54.3403
226,0.226,431,0.053515,8.61328e-07,0,-289.759,1115.39,52.1279
227,0.227,419,0.077985,3.39732e-05,1,-332.254,1063.23,49.9407
228,0.228,409,0.129742,0.000473044,1,-375.786,1009.93,47.8441
229,0.229,393,0.091386,1.09729e-05,1,-420.016,955.789,45.8766
230,0.23,384,0.045917,3.3934e-06,0,-464.615,901.163,44.0516
231,0.231,372,0.150156,0.00010427,1,-509.237,846.435,42.3633
232,0.232,359,0.098095,5.36969e-06,1,-553.515,792.019,40.7954
233,0.233,346,0.073145,1.04964e-05,1,-597.063,738.322,39.3168
234,0.234,330,0.121869,1.90201e-05,1,-639.512,685.73,37.9027
235,0.23500000000000001,317,0.06032,7.37688e-07,0,-680.516,634.594,36.5271
236,0.23600000000000002,304,0.062543,9.49619e-07,0,-719.761,585.221,35.1715
237,0.23700000000000002,293,0.075385,3.38057e-05,1,-756.969,537.869,33.8266
238,0.23800000000000002,283,0.066109,0.00129103,1,-791.906,492.751,32.489
239,0.23900000000000002,274,0.070996,0.000136926,1,-824.379,450.037,31.1606
240,0.24,259,0.123293,0.000432619,1,-854.233,409.852,29.8259
241,0.241,250,0.208646,8.88518e-05,1,-881.367,372.287,28.4915
242,0.242,240,0.102825,0.000958418,1,-905.703,337.417,27.1538
243,0.243,229,0.069868,3.4742e-05,1,-927.184,305.303,25.807
244,0.244,220,0.068059,0.00130949,1,-945.774,275.984,24.4334
245,0.245,210,0.055316,1.39926e-05,1,-961.46,249.483,23.0258
246,0.246,198,0.086084,0.00133652,1,-974.242,225.802,21.5755
247,0.247,188,0.089212,0.000637707,1,-984.141,204.911,20.0771
248,0.248,176,0.188207,0.000452103,1,-991.208,186.742,18.5318
249,0.249,164,0.079303,0.00079911,1,-995.521,171.19,16.9462
250,0.25,155,0.069792,1.42115e-05,1,-997.198,158.105,15.3315
251,0.251,142,0.142656,0.00102155,1,-996.395,147.294,13.7075
252,0.252,134,0.074471,0.000117462,1,-993.302,138.532,12.1021
253,0.253,129,0.090715,8.1051e-05,1,-988.136,131.558,10.5413
254,0.254,118,0.06173,0.000143567,1,-981.154,126.087,9.06223
255,0.255,113,0.086718,0.000829861,1,-972.625,121.819,7.70405
256,0.256,106,0.055173,0.000102468,1,-962.833,118.439,6.4988
257,0.257,97,0.056299,4.2274e-05,1,-952.087,115.622,5.46283
258,0.258,89,0.057579,8.85369e-05,1,-940.716,113.041,4.5961
259,0.259,78,0.0392,1.42356e-06,0,-929.068,110.385,3.87657
260,0.26,69,0.093279,4.61021e-05,1,-917.49,107.385,3.29069
261,0.261,61,0.058649,0.000698455,1,-906.265,103.832,2.83581
262,0.262,53,0.212449,0.000132248,1,-895.609,99.5781,2.50709
263,0.263,48,0.10207,6.07026e-06,1,-885.678,94.5413,2.28041
264,0.264,38,0.107734,0.000418811,1,-876.586,88.7133,2.11117
265,0.265,31,0.058437,2.03351e-05,1,-868.379,82.1621,1.9651
266,0.266,26,0.064165,5.75247e-05,1,-861.017,75.0233,1.81693
267,0.267,20,0.059103,6.73679e-05,1,-854.383,67.4864,1.65893
268,0.268,18,0.073141,8.55824e-05,1,-848.284,59.785,1.48995
269,0.269,16,0.099575,7.81901e-06,1,-842.485,52.1729,1.30352
270,0.27,10,0.035648,1.85322e-05,1,-836.732,44.8949,1.10831
271,0.271,10,0.015068,4.62865e-09,0,-830.762,38.1765,0.916899
272,0.272,8,0.013751,7.85764e-07,0,-824.336,32.2086,0.737504
273,0.273,8,0.015929,1.08409e-06,0,-817.255,27.1367,0.573316
274,0.274,7,0.020297,3.39449e-09,0,-809.371,23.0519,0.423501
275,0.275,4,0.016052,1.31522e-06,0,-800.599,19.9905,0.287711
276,0.276,4,0.012008,2.00119e-06,0,-790.899,17.9447,0.173845
277,0.277,3,0.01501,7.65947e-07,0,-780.272,16.8676,0.0901793
278,0.278,3,0.014894,2.52277e-06,0,-768.759,16.678,0.0357448
279,0.279,2,0.015206,2.20129e-09,0,-756.447,17.2674,0.00802168
280,0.28,2,0.014735,2.26521e-09,0,-743.444,18.5054,0.00032407
281,0.281,1,0.011375,1.48654e-06,0,-729.892,20.2485,0.0
282,0.28200000000000003,0,0.022648,5.9785e-08,0,-715.948,22.3539,
283,0.28300000000000003,0,0.042005,4.20462e-06,0,-701.758,24.6905,
284,0.28400000000000003,0,0.040187,7.92992e-05,1,-687.453,27.1457,
285,0.28500000000000003,0,0.010562,6.24629e-08,0,-673.146,29.6291,
286,0.28600000000000003,0,0.012232,6.24505e-08,0,-658.927,32.0736,
287,0.28700000000000003,0,0.09803,6.10382e-08,0,-644.861,34.434,
288,0.28800000000000003,0,0.088662,1.35291e-05,1,-630.992,36.6836,
289,0.289,0,0.011737,5.8736e-08,0,-617.346,38.8082,
290,0.29,0,0.010303,5.84584e-08,0,-603.933,40.7999,
291,0.291,0,0.046561,0.000107266,1,-590.761,42.6515,
292,0.292,0,0.010485,5.60974e-08,0,-577.835,44.3516,
293,0.293,0,0.036421,0.000139539,1,-565.166,45.8819,
294,0.294,0,0.01063,5.17401e-08,0,-552.771,47.2163,
295,0.295,0,0.056532,5.4832e-05,1,-540.678,48.3209,
296,0.296,0,0.010306,4.73668e-08,0,-528.919,49.1564,
297,0.297,0,0.036174,0.000124849,1,-517.536,49.6804,
298,0.298,0,0.038519,4.49519e-05,1,-506.57,49.8508,
299,0.299,0,0.010293,4.34995e-08,0,-496.065,49.6297,
