step,time_sec,active_samples,solver_time_sec,grad_norm,solver_ret,energy_main,energy_sub0,energy_sub1
196,0.196,611,0.116339,0.000560169,0,-1724.68,12.7188,134.488
197,0.197,628,0.021626,9.29384e-07,0,-1723.18,14.8108,152.707
198,0.198,642,0.020917,1.09468e-06,0,-1719.9,17.1557,172.392
199,0.199,648,0.114295,0.000589183,0,-1714.83,19.7738,193.483
200,0.2,653,0.02248,1.53207e-06,0,-1708.02,22.6877,215.923
201,0.201,657,0.020331,1.8233e-06,0,-1699.5,25.924,239.648
202,0.202,662,0.020909,2.14756e-06,0,-1689.29,29.5139,264.59
203,0.203,669,0.096132,2.47255e-06,0,-1677.44,33.4938,290.679
204,0.20400000000000001,675,0.020065,2.80622e-06,0,-1663.95,37.9031,317.844
205,0.20500000000000002,682,0.12408,3.11631e-06,0,-1648.85,42.7843,346.016
206,0.20600000000000002,691,0.240267,0.000100333,0,-1632.15,48.1808,375.13
207,0.20700000000000002,701,0.125869,0.00165029,0,-1613.87,54.1356,405.124
208,0.20800000000000002,708,0.032847,2.15577e-06,0,-1594.02,60.6867,435.932
209,0.209,714,0.032638,2.81043e-06,0,-1572.6,67.8668,467.501
210,0.21,721,0.10639,1.18419e-08,0,-1549.65,75.702,499.774
211,0.211,721,0.036945,1.0521e-06,0,-1525.17,84.2072,532.694
212,0.212,721,0.141184,3.8884e-06,0,-1499.2,93.3881,566.21
213,0.213,721,0.057283,1.96798e-06,0,-1471.79,103.241,600.275
214,0.214,721,0.027714,1.44909e-08,0,-1442.98,113.753,634.85
215,0.215,721,0.089662,1.39897e-06,0,-1412.8,124.902,669.891
216,0.216,721,0.028213,1.65543e-08,0,-1381.32,136.659,705.373
217,0.217,721,0.087936,1.52195e-05,0,-1348.58,148.984,741.255
218,0.218,721,0.031194,2.38487e-06,0,-1314.65,161.833,777.518
219,0.219,721,0.14684,5.54997e-06,0,-1279.6,175.154,814.125
220,0.22,721,0.026371,2.12195e-08,0,-1243.5,188.89,851.052
221,0.221,722,0.037366,1.50518e-06,0,-1206.42,202.981,888.268
222,0.222,722,0.125137,0.000371264,0,-1168.45,217.358,925.745
223,0.223,723,0.03043,2.4442e-08,0,-1129.68,231.951,963.458
224,0.224,724,0.162976,6.63491e-06,0,-1090.19,246.686,1001.37
225,0.225,727,0.316723,9.91812e-05,0,-1050.08,261.487,1039.47
226,0.226,727,0.029635,2.65732e-08,0,-1009.46,276.274,1077.7
227,0.227,730,0.149503,0.000201735,0,-968.421,290.969,1116.05
228,0.228,731,0.218198,5.20285e-05,0,-927.074,305.492,1154.47
229,0.229,734,0.045377,1.14052e-06,0,-885.528,319.766,1192.92
230,0.23,737,0.201069,6.20537e-06,0,-843.893,333.714,1231.36
231,0.231,740,0.027872,3.2898e-08,0,-802.277,347.263,1269.75
232,0.232,742,0.226695,5.85061e-06,0,-760.791,360.343,1308.05
233,0.233,745,0.178166,4.17792e-06,0,-719.548,372.886,1346.2
234,0.234,747,0.028218,2.07555e-06,0,-678.655,384.83,1384.16
235,0.23500000000000001,751,0.057054,3.95386e-06,0,-638.22,396.118,1421.87
236,0.23600000000000002,755,0.077024,4.39621e-06,0,-598.348,406.699,1459.27
237,0.23700000000000002,759,0.148471,1.10262e-05,0,-559.139,416.531,1496.31
238,0.23800000000000002,762,0.124179,7.33685e-05,0,-520.692,425.575,1532.92
239,0.23900000000000002,769,0.062608,7.8512e-06,0,-483.102,433.806,1569.03
240,0.24,773,0.033065,6.79739e-08,0,-446.454,441.204,1604.57
241,0.241,776,0.031643,7.47354e-08,0,-410.835,447.757,1639.47
242,0.242,781,0.138543,8.09146e-08,0,-376.323,453.463,1673.66
243,0.243,785,0.0299,8.66323e-08,0,-342.992,458.331,1707.05
244,0.244,791,0.032049,9.14279e-08,0,-310.911,462.378,1739.56
245,0.245,795,0.093663,1.15367e-05,0,-280.141,465.628,1771.09
246,0.246,797,0.255105,5.49218e-06,0,-250.742,468.111,1801.57
247,0.247,802,0.033879,1.04515e-07,0,-222.77,469.865,1830.89
248,0.248,807,0.031509,1.01655e-07,0,-196.272,470.932,1858.96
249,0.249,809,0.075234,1.01662e-07,0,-171.297,471.359,1885.7
250,0.25,814,0.127999,1.00805e-07,0,-147.888,471.193,1911.0
251,0.251,816,0.112976,9.90426e-08,0,-126.088,470.485,1934.78
252,0.252,817,0.154287,5.7138e-06,0,-105.936,469.284,1956.94
253,0.253,817,0.134679,9.33136e-08,0,-87.4719,467.637,1977.39
254,0.254,817,0.06818,9.37946e-08,0,-70.7317,465.594,1996.05
255,0.255,817,0.027207,8.49344e-08,0,-55.7508,463.198,2012.85
256,0.256,817,0.084211,4.09775e-06,0,-42.5629,460.495,2027.69
257,0.257,817,0.156164,1.53222e-05,0,-31.1995,457.524,2040.51
258,0.258,817,0.032505,6.91607e-08,0,-21.6901,454.325,2051.24
259,0.259,817,0.196023,1.00328e-05,0,-14.0613,450.933,2059.83
260,0.26,817,0.029864,5.7672e-08,0,-8.33686,447.381,2066.22
261,0.261,817,0.204845,0.000120928,0,-4.53719,443.7,2070.35
262,0.262,817,0.03328,4.62225e-08,0,-2.67859,439.916,2072.21
263,0.263,817,0.14922,0.00288946,0,-2.77299,436.056,2071.73
264,0.264,817,0.119698,7.81323e-06,0,-4.82745,432.14,2068.93
265,0.265,817,0.057978,1.87256e-06,0,-8.8439,428.186,2063.76
266,0.266,817,0.031772,3.85738e-06,0,-14.8187,424.211,2056.23
267,0.267,817,0.209568,5.37791e-06,0,-22.7422,420.226,2046.36
268,0.268,817,0.196391,0.00101764,0,-32.5989,416.238,2034.14
269,0.269,817,0.127887,2.32903e-05,0,-44.3669,412.255,2019.62
270,0.27,817,0.032715,1.37397e-06,0,-58.0179,408.276,2002.81
271,0.271,817,0.10016,0.00215683,0,-73.5173,404.302,1983.78
272,0.272,817,0.15563,0.000332561,0,-90.8237,400.325,1962.57
273,0.273,817,0.035011,3.51598e-08,0,-109.889,396.339,1939.26
274,0.274,817,0.084102,0.000385619,0,-130.66,392.333,1913.91
275,0.275,815,0.095353,4.25108e-08,0,-153.076,388.292,1886.61
276,0.276,813,0.082172,1.3554e-06,0,-177.07,384.204,1857.45
277,0.277,809,0.03013,4.86351e-08,0,-202.572,380.05,1826.54
278,0.278,804,0.029695,5.16681e-08,0,-229.506,375.816,1793.96
279,0.279,798,0.038846,1.54924e-08,0,-257.793,371.483,1759.83
280,0.28,795,0.127356,5.36088e-06,0,-287.349,367.031,1724.26
281,0.281,789,0.039401,2.51799e-06,0,-318.087,362.443,1687.36
282,0.28200000000000003,782,0.028578,7.25097e-08,0,-349.919,357.698,1649.25
283,0.28300000000000003,778,0.097719,7.28957e-06,0,-382.755,352.777,1610.05
284,0.28400000000000003,774,0.059299,9.35053e-08,0,-416.502,347.661,1569.86
285,0.28500000000000003,765,0.029072,5.95973e-08,0,-451.067,342.335,1528.82
286,0.28600000000000003,760,0.037503,7.02218e-08,0,-486.36,336.782,1487.03
287,0.28700000000000003,755,0.170011,3.82075e-06,0,-522.287,330.987,1444.61
288,0.28800000000000003,753,0.11464,1.71993e-05,0,-558.755,324.936,1401.67
289,0.289,750,0.091116,8.70535e-08,0,-595.671,318.615,1358.33
290,0.29,747,0.11251,4.25182e-06,0,-632.942,312.011,1314.69
291,0.291,745,0.062543,9.32982e-06,0,-670.478,305.116,1270.86
292,0.292,741,0.031961,7.17574e-08,0,-708.191,297.923,1226.95
293,0.293,739,0.264315,8.23192e-06,0,-745.993,290.427,1183.05
294,0.294,737,0.032603,6.09073e-08,0,-783.8,282.626,1139.26
295,0.295,734,0.378062,0.554967,0,-821.529,274.523,1095.65
296,0.296,733,0.038727,9.31601e-07,0,-859.097,266.124,1052.32
297,0.297,730,0.029116,5.55175e-08,0,-896.427,257.436,1009.34
298,0.298,729,0.129253,2.19154e-06,0,-933.439,248.474,966.778
299,0.299,725,0.034146,1.1918e-08,0,-970.058,239.254,924.705
300,0.3,725,0.028357,4.38206e-08,0,-1006.21,229.795,883.185
301,0.301,724,0.029168,2.86419e-06,0,-1041.82,220.122,842.275
302,0.302,722,0.031032,3.36392e-08,0,-1076.81,210.263,802.027
303,0.303,722,0.027793,2.89689e-08,0,-1111.12,200.248,762.492
304,0.304,721,0.129117,1.37874e-06,0,-1144.66,190.112,723.719
305,0.305,721,0.079894,0.000513999,0,-1177.37,179.892,685.753
306,0.306,721,0.090379,6.14542e-06,0,-1209.17,169.627,648.635
307,0.307,721,0.029763,1.72533e-08,0,-1239.98,159.359,612.405
308,0.308,721,0.049533,1.33657e-06,0,-1269.75,149.133,577.101
309,0.309,721,0.177529,0.000522304,0,-1298.39,138.994,542.755
310,0.31,721,0.177966,3.81103e-06,0,-1325.83,128.989,509.402
311,0.311,721,0.026765,8.39032e-07,0,-1352.01,119.162,477.074
312,0.312,721,0.125593,0.000536441,0,-1376.85,109.559,445.799
313,0.313,720,0.029161,2.00271e-06,0,-1400.29,100.227,415.601
314,0.314,713,0.020439,2.09305e-06,0,-1422.27,91.2077,386.498
315,0.315,702,0.145212,0.000274211,0,-1442.75,82.5468,358.487
316,0.316,694,0.020966,2.48655e-06,0,-1461.7,74.2834,331.574
317,0.317,687,0.02385,3.30579e-06,0,-1479.06,66.4517,305.765
318,0.318,680,0.127712,0.000732417,0,-1494.82,59.0809,281.07
319,0.319,674,0.029694,7.0596e-07,0,-1508.95,52.195,257.497
320,0.32,669,0.076642,2.32214e-06,0,-1521.41,45.8133,235.055
321,0.321,663,0.021145,1.19457e-06,0,-1532.19,39.9496,213.75
322,0.322,657,0.130612,0.000761662,0,-1541.27,34.6127,193.593
323,0.323,652,0.09376,2.55968e-07,0,-1548.66,29.806,174.593
324,0.324,648,0.020091,6.63005e-07,0,-1554.33,25.5277,156.758
325,0.325,641,0.178341,0.00010735,0,-1558.3,21.7702,140.096
326,0.326,635,0.251154,0.000488582,0,-1560.58,18.5205,124.611
327,0.327,623,0.13022,0.000165957,0,-1561.18,15.7606,110.298
328,0.328,606,0.089643,0.00016479,0,-1560.14,13.4677,97.1443
329,0.329,588,0.018342,3.88755e-07,0,-1557.51,11.6144,85.1299
330,0.33,562,0.239407,9.68679e-05,0,-1553.35,10.1696,74.2205
331,0.331,536,0.027788,5.52309e-07,0,-1547.74,9.09876,64.375
332,0.332,504,0.023496,4.15978e-07,0,-1540.75,8.36431,55.5399
333,0.333,469,0.018917,4.89214e-07,0,-1532.51,7.92653,47.6527
334,0.334,434,0.315433,5.48234e-05,0,-1523.1,7.74437,40.6465
335,0.335,402,0.124953,1.03542e-05,0,-1512.65,7.77683,34.4566
