step,time_sec,ipc_active_samples,ipc_solver_time_sec,ipc_energy_main,ipc_energy_sub0,ipc_ls_active_samples,ipc_ls_solver_time_sec,ipc_ls_energy_main,ipc_ls_energy_sub0,penalty_active_samples,penalty_solver_time_sec,penalty_energy_main,penalty_energy_sub0
449.0,0.449,0.0,0.069131,-128.352,9.17722,0.0,0.011253,-128.352,9.17721,0.0,0.007062,-206.12,4.20246
450.0,0.45,0.0,0.012518,-134.288,7.99347,0.0,0.01403,-134.288,7.99347,0.0,0.00805,-199.41,4.6012
451.0,0.451,0.0,0.016871,-140.307,6.85557,0.0,0.013015,-140.307,6.85557,0.0,0.008549,-192.845,4.93937
452.0,0.452,0.0,0.02403,-146.377,5.79311,0.0,0.023871,-146.377,5.79311,0.0,0.007519,-186.437,5.20693
453.0,0.453,0.0,0.013404,-152.468,4.83268,0.0,0.035163,-152.468,4.83267,0.0,0.101898,-180.198,5.39633
454.0,0.454,0.0,0.012037,-158.554,3.99717,0.0,0.017609,-158.554,3.99717,0.0,0.010553,-174.134,5.50266
455.0,0.455,0.0,0.011177,-164.61,3.30528,0.0,0.015795,-164.611,3.30528,0.0,0.007578,-168.251,5.52377
456.0,0.456,0.0,0.052757,-170.62,2.77107,0.0,0.014959,-170.62,2.77107,0.0,0.008464,-162.55,5.4602
457.0,0.457,0.0,0.015075,-176.568,2.40378,0.0,0.012833,-176.568,2.40378,0.0,0.007954,-157.03,5.31512
458.0,0.458,0.0,0.01132,-182.446,2.20771,0.0,0.012842,-182.446,2.20771,0.0,0.00745,-151.69,5.09418
459.0,0.459,0.0,0.011848,-188.248,2.18229,0.0,0.010469,-188.248,2.18229,0.0,0.008714,-146.523,4.80523
460.0,0.46,0.0,0.017925,-193.976,2.32226,0.0,0.015759,-193.976,2.32226,0.0,0.007355,-141.52,4.45802
461.0,0.461,0.0,0.032054,-199.635,2.618,0.0,0.046754,-199.635,2.618,0.0,0.047285,-136.673,4.06389
462.0,0.462,0.0,0.113351,-205.235,3.0559,0.0,0.026213,-205.235,3.0559,0.0,0.007597,-131.97,3.63533
463.0,0.463,0.0,0.011283,-210.789,3.6189,0.0,0.210412,-210.789,3.6189,0.0,0.008142,-127.398,3.18559
464.0,0.464,0.0,0.009985,-216.315,4.28704,0.0,0.01801,-216.315,4.28704,0.0,0.007402,-122.943,2.72828
465.0,0.465,0.0,0.012575,-221.832,5.03804,0.0,0.010615,-221.833,5.03804,0.0,0.007279,-118.593,2.27691
466.0,0.466,0.0,0.04804,-227.364,5.84798,0.0,0.011764,-227.364,5.84798,0.0,0.008678,-114.333,1.84452
467.0,0.467,0.0,0.010827,-232.934,6.69193,0.0,0.022683,-232.934,6.69193,0.0,0.007295,-110.151,1.44325
468.0,0.468,0.0,0.010192,-238.567,7.54459,0.0,0.013298,-238.567,7.54458,0.0,0.007211,-106.033,1.08406
469.0,0.46900000000000003,0.0,0.012503,-244.289,8.38094,0.0,0.037216,-244.289,8.38093,0.0,0.007743,-101.97,0.776379
470.0,0.47000000000000003,0.0,0.011457,-250.125,9.17682,0.0,0.023913,-250.125,9.17682,0.0,0.007104,-97.9514,0.527877
471.0,0.47100000000000003,0.0,0.056866,-256.099,9.90956,0.0,0.018605,-256.099,9.90955,0.0,0.007879,-93.9696,0.344263
472.0,0.47200000000000003,0.0,0.016969,-262.234,10.5584,0.0,0.020778,-262.234,10.5584,0.0,0.006771,-90.0189,0.22916
473.0,0.47300000000000003,0.0,0.026765,-268.551,11.1051,0.0,0.02635,-268.551,11.1051,0.0,0.007602,-86.0958,0.184034
474.0,0.47400000000000003,0.0,0.01098,-275.068,11.5342,0.0,0.01168,-275.068,11.5342,0.0,0.009396,-82.1987,0.208198
475.0,0.47500000000000003,0.0,0.015765,-281.801,11.8334,0.0,0.014804,-281.801,11.8334,0.0,0.006911,-78.3284,0.298868
476.0,0.47600000000000003,0.0,0.027193,-288.761,11.9942,0.0,0.018625,-288.762,11.9942,0.0,0.008931,-74.4876,0.451293
477.0,0.47700000000000004,0.0,0.013217,-295.959,12.0114,0.0,0.010555,-295.959,12.0114,0.0,0.012194,-70.6812,0.658934
478.0,0.47800000000000004,0.0,0.010992,-303.398,11.8838,0.0,0.011905,-303.398,11.8838,0.0,0.008629,-66.9159,0.913695
479.0,0.47900000000000004,0.0,0.037073,-311.08,11.6142,0.0,0.013694,-311.08,11.6142,0.0,0.00652,-63.1996,1.2062
480.0,0.48,0.0,0.011882,-319.002,11.2091,0.0,0.013295,-319.002,11.2091,0.0,0.00859,-59.542,1.52612
481.0,0.481,0.0,0.104336,-327.158,10.6786,0.0,0.010596,-327.158,10.6786,0.0,0.008205,-55.9534,1.86248
482.0,0.482,0.0,0.057306,-335.537,10.0364,0.0,0.012264,-335.537,10.0363,0.0,0.008534,-52.4448,2.20404
483.0,0.483,0.0,0.012981,-344.126,9.29919,0.0,0.028488,-344.126,9.29918,0.0,0.00716,-49.0277,2.53963
484.0,0.484,0.0,0.009832,-352.907,8.48657,0.0,0.022058,-352.908,8.48657,0.0,0.010594,-45.7132,2.85849
485.0,0.485,0.0,0.017044,-361.862,7.62024,0.0,0.088669,-361.862,7.62023,0.0,0.007484,-42.5122,3.15065
486.0,0.486,0.0,0.012114,-370.968,6.72355,0.0,0.019388,-370.968,6.72354,0.0,0.007333,-39.4347,3.40715
487.0,0.487,0.0,0.014185,-380.202,5.82089,0.0,0.021503,-380.202,5.82089,0.0,0.008076,-36.4898,3.62034
488.0,0.488,0.0,0.013891,-389.538,4.93699,0.0,0.045177,-389.538,4.93699,0.0,0.007271,-33.6851,3.78411
489.0,0.489,0.0,0.032599,-398.953,4.0962,0.0,0.030221,-398.953,4.0962,0.0,0.013497,-31.0268,3.89399
490.0,0.49,0.0,0.009759,-408.421,3.32178,0.0,0.011578,-408.422,3.32178,0.0,0.008373,-28.5193,3.9473
491.0,0.491,0.0,0.008224,-417.92,2.63521,0.0,0.00815,-417.92,2.63521,0.0,0.007487,-26.1653,3.94319
492.0,0.492,0.0,0.007665,-427.427,2.05548,0.0,0.010118,-427.427,2.05548,0.0,0.007,-23.9658,3.88258
493.0,0.493,0.0,0.012986,-436.924,1.59855,0.0,0.011767,-436.924,1.59855,0.0,0.009495,-21.9197,3.76813
494.0,0.494,0.0,0.078259,-446.394,1.27676,0.0,0.011263,-446.394,1.27676,0.0,0.006387,-20.0243,3.60409
495.0,0.495,0.0,0.023801,-455.824,1.09844,0.0,0.010723,-455.825,1.09844,0.0,0.007045,-18.2753,3.39614
496.0,0.496,0.0,0.013729,-465.208,1.06761,0.0,0.014732,-465.208,1.06761,0.0,0.008197,-16.667,3.15115
497.0,0.497,0.0,0.019231,-474.539,1.18379,0.0,0.012098,-474.54,1.18379,0.0,0.010163,-15.1924,2.87697
498.0,0.498,0.0,0.011051,-483.82,1.44199,0.0,0.010711,-483.82,1.44199,0.0,0.008631,-13.8437,2.58212
499.0,0.499,0.0,0.011438,-493.054,1.83282,0.0,0.007623,-493.055,1.83282,0.0,0.01041,-12.6123,2.27556
500.0,0.5,0.0,0.013675,-502.252,2.34273,0.0,0.010442,-502.253,2.34273,0.0,0.020263,-11.489,1.96635
501.0,0.501,0.0,0.024697,-511.427,2.95445,0.0,0.090275,-511.428,2.95445,0.0,0.007101,-10.4648,1.66345
502.0,0.502,0.0,0.059764,-520.597,3.64749,0.0,0.010637,-520.597,3.64749,0.0,0.007158,-9.53062,1.37535
503.0,0.503,0.0,0.020738,-529.782,4.39878,0.0,0.019527,-529.782,4.39877,0.0,0.042207,-8.67795,1.10995
504.0,0.504,0.0,0.090577,-539.005,5.18339,0.0,0.013105,-539.005,5.18339,0.0,0.008723,-7.89883,0.874222
505.0,0.505,0.0,0.01609,-548.291,5.97536,0.0,0.02589,-548.292,5.97536,0.0,0.008639,-7.18623,0.674139
506.0,0.506,0.0,0.012192,-557.668,6.74848,0.0,0.010365,-557.668,6.74848,0.0,0.007247,-6.53416,0.514459
507.0,0.507,0.0,0.020417,-567.16,7.47717,0.0,0.012318,-567.16,7.47717,0.0,0.011269,-5.93783,0.398647
508.0,0.508,0.0,0.016365,-576.794,8.1373,0.0,0.012022,-576.795,8.1373,0.0,0.00751,-5.39375,0.328805
509.0,0.509,0.0,0.015695,-586.595,8.70696,0.0,0.01533,-586.595,8.70696,0.0,0.00825,-4.89983,0.305648
510.0,0.51,0.0,0.01464,-596.584,9.16718,0.0,0.148192,-596.584,9.16718,0.0,0.00727,-4.45536,0.328515
511.0,0.511,0.0,0.01715,-606.78,9.50253,0.0,0.023411,-606.78,9.50253,0.0,0.007021,-4.06101,0.395427
512.0,0.512,0.0,0.011111,-617.199,9.70164,0.0,0.030857,-617.199,9.70163,0.0,0.009192,-3.71879,0.503168
513.0,0.513,0.0,0.025797,-627.852,9.75751,0.0,0.031131,-627.852,9.75751,0.0,0.007602,-3.43194,0.647406
514.0,0.514,0.0,0.066342,-638.747,9.66781,0.0,0.011844,-638.747,9.66781,0.0,0.007502,-3.20483,0.822839
515.0,0.515,0.0,0.031359,-649.885,9.43486,0.0,0.012838,-649.885,9.43485,0.0,0.006865,-3.04281,1.02336
516.0,0.516,0.0,0.008606,-661.265,9.06557,0.0,0.013144,-661.265,9.06557,0.0,0.007188,-2.95203,1.24225
517.0,0.517,0.0,0.010883,-672.879,8.57122,0.0,0.010087,-672.879,8.57121,0.0,0.008618,-2.93926,1.47236
518.0,0.518,0.0,0.006756,-684.716,7.96702,0.0,0.022001,-684.716,7.96701,0.0,0.006981,-3.0117,1.70636
519.0,0.519,2.0,0.044472,-696.754,7.27338,2.0,0.105927,-696.754,7.27338,0.0,0.007296,-3.17674,1.93688
520.0,0.52,2.0,0.013521,-708.804,6.53274,2.0,0.057065,-708.804,6.53274,0.0,0.007387,-3.44178,2.15679
521.0,0.521,2.0,0.014396,-720.801,5.8283,2.0,0.063891,-720.801,5.8283,0.0,0.008572,-3.81402,2.35935
522.0,0.522,3.0,0.021095,-732.802,5.2514,3.0,0.111977,-732.802,5.25142,0.0,0.008344,-4.30021,2.53843
523.0,0.523,5.0,0.090705,-744.836,4.85946,5.0,0.121786,-744.836,4.85948,0.0,0.006842,-4.90655,2.68865
524.0,0.524,5.0,0.052915,-756.863,4.67174,5.0,0.289886,-756.863,4.67177,0.0,0.008674,-5.63845,2.80552
525.0,0.525,5.0,0.017257,-768.822,4.6924,5.0,0.095894,-768.822,4.69243,0.0,0.034072,-6.5004,2.88561
526.0,0.526,6.0,0.086264,-780.665,4.92788,6.0,0.068227,-780.665,4.92791,0.0,0.05374,-7.49587,2.92657
527.0,0.527,6.0,0.054908,-792.362,5.39234,6.0,0.063877,-792.362,5.39238,0.0,0.008327,-8.6272,2.92725
528.0,0.528,7.0,0.132958,-803.891,6.10925,7.0,0.084574,-803.891,6.1093,0.0,0.008731,-9.89555,2.88768
529.0,0.529,10.0,0.017359,-815.22,7.12165,10.0,0.26621,-815.22,7.12171,0.0,0.006954,-11.3009,2.8091
530.0,0.53,11.0,0.018196,-826.2,8.47862,11.0,0.106786,-826.2,8.47868,0.0,0.008351,-12.8419,2.69385
531.0,0.531,14.0,0.073808,-836.825,10.2406,14.0,0.045039,-836.825,10.2407,0.0,0.006896,-14.5164,2.54538
532.0,0.532,17.0,0.115406,-847.081,12.4651,17.0,0.180367,-847.081,12.4652,0.0,0.011277,-16.3206,2.36806
533.0,0.533,21.0,0.028483,-856.905,15.1827,21.0,0.073338,-856.905,15.1828,0.0,0.008618,-18.2504,2.16711
534.0,0.534,29.0,0.106391,-866.005,18.3928,29.0,0.059856,-866.005,18.3929,0.0,0.008576,-20.3004,1.94837
535.0,0.535,35.0,0.016686,-874.063,22.2512,35.0,0.096761,-874.063,22.2513,0.0,0.008228,-22.4646,1.71821
536.0,0.536,39.0,0.019008,-881.395,26.956,39.0,0.269305,-881.395,26.9562,0.0,0.007322,-24.7368,1.48325
537.0,0.537,43.0,0.085478,-888.054,32.5679,43.0,0.05705,-888.054,32.5681,0.0,0.008183,-27.1102,1.25021
538.0,0.538,51.0,0.111434,-893.787,39.0599,51.0,0.090222,-893.787,39.0602,0.0,0.008259,-29.578,1.02572
539.0,0.539,57.0,0.037295,-898.193,46.3989,57.0,0.288419,-898.193,46.3992,0.0,0.007189,-32.1336,0.816074
540.0,0.54,63.0,0.125589,-900.989,54.7183,63.0,0.271806,-900.989,54.7187,0.0,0.008892,-34.7707,0.627081
541.0,0.541,71.0,0.269275,-902.692,64.1834,71.0,0.064895,-902.691,64.1837,0.0,0.006967,-37.4833,0.463888
542.0,0.542,79.0,0.018383,-902.98,74.8644,79.0,0.063638,-902.979,74.8648,0.0,0.027475,-40.2663,0.330824
543.0,0.543,87.0,0.020501,-901.541,86.8198,87.0,0.076849,-901.54,86.8202,0.0,0.023348,-43.1154,0.23128
544.0,0.544,99.0,0.052098,-898.568,100.115,99.0,0.073884,-898.567,100.115,0.0,0.007134,-46.0271,0.167613
545.0,0.545,111.0,0.01936,-894.124,114.676,111.0,0.06358,-894.123,114.677,0.0,0.008736,-48.999,0.141081
546.0,0.546,123.0,0.077632,-887.835,130.559,123.0,0.069668,-887.835,130.56,0.0,0.007461,-52.03,0.151817
547.0,0.547,133.0,0.092523,-880.172,147.869,133.0,0.11105,-880.171,147.87,0.0,0.008457,-55.1198,0.198831
548.0,0.548,145.0,0.062653,-870.443,166.725,145.0,0.074042,-870.442,166.726,0.0,0.008282,-58.2694,0.280049
549.0,0.549,151.0,0.096842,-859.295,187.173,151.0,0.134075,-859.294,187.174,0.0,0.006764,-61.4811,0.392384
550.0,0.55,167.0,0.116956,-846.956,209.013,167.0,0.127319,-846.955,209.014,0.0,0.008843,-64.7578,0.531838
551.0,0.551,182.0,0.080135,-833.36,232.019,182.0,0.052259,-833.359,232.02,0.0,0.007138,-68.1036,0.69363
552.0,0.552,201.0,0.182989,-818.442,256.138,201.0,0.080716,-818.441,256.139,0.0,0.006721,-71.5233,0.872346
553.0,0.553,220.0,0.020723,-802.044,281.388,220.0,0.094878,-802.043,281.389,0.0,0.008536,-75.0225,1.06211
554.0,0.554,234.0,0.015068,-784.123,307.864,234.0,0.160114,-784.122,307.865,0.0,0.008408,-78.6069,1.25677
555.0,0.555,252.0,0.018578,-764.717,335.599,252.0,0.044437,-764.716,335.6,0.0,0.008463,-82.2828,1.45007
556.0,0.556,278.0,0.104045,-743.7,364.547,278.0,0.069822,-743.699,364.549,0.0,0.007361,-86.0566,1.63587
557.0,0.557,303.0,0.015239,-720.856,394.628,303.0,0.116351,-720.855,394.629,0.0,0.008035,-89.9343,1.80832
558.0,0.558,342.0,0.025476,-695.933,425.746,342.0,0.199144,-695.931,425.747,0.0,0.018252,-93.9219,1.96202
559.0,0.559,367.0,0.018404,-669.006,457.888,367.0,0.062238,-669.004,457.889,0.0,0.009904,-98.0248,2.09219
560.0,0.56,388.0,0.016189,-640.793,490.989,388.0,0.074925,-640.792,490.99,0.0,0.063532,-102.248,2.19486
561.0,0.561,405.0,0.057222,-611.508,524.8,405.0,0.100658,-611.507,524.801,0.0,0.007201,-106.595,2.26688
562.0,0.562,416.0,0.061766,-581.361,559.008,416.0,0.157296,-581.36,559.009,0.0,0.009679,-111.07,2.30612
563.0,0.5630000000000001,433.0,0.075928,-551.03,593.347,433.0,0.07589,-551.028,593.348,0.0,0.00735,-115.673,2.31145
564.0,0.5640000000000001,434.0,0.072313,-520.767,627.643,434.0,0.116488,-520.765,627.645,0.0,0.007774,-120.408,2.28282
565.0,0.5650000000000001,432.0,0.018905,-490.534,661.876,432.0,0.084102,-490.533,661.877,0.0,0.007764,-125.273,2.2212
566.0,0.5660000000000001,429.0,0.031423,-460.215,696.131,429.0,0.111578,-460.214,696.132,0.0,0.007034,-130.268,2.12858
567.0,0.5670000000000001,425.0,0.057802,-429.673,730.475,425.0,0.095502,-429.671,730.476,0.0,0.008689,-135.39,2.00789
568.0,0.5680000000000001,416.0,0.016462,-398.814,764.876,416.0,0.286626,-398.813,764.877,0.0,0.008302,-140.637,1.86288
569.0,0.5690000000000001,410.0,0.020358,-367.626,799.206,410.0,0.093569,-367.624,799.208,0.0,0.007185,-146.005,1.69802
570.0,0.5700000000000001,400.0,0.023379,-336.176,833.255,400.0,0.153115,-336.175,833.256,0.0,0.008881,-151.489,1.51835
571.0,0.5710000000000001,389.0,0.040578,-304.624,866.736,389.0,0.084304,-304.623,866.737,0.0,0.006522,-157.084,1.32932
572.0,0.5720000000000001,383.0,0.019214,-273.211,899.319,383.0,0.077404,-273.209,899.32,0.0,0.008085,-162.785,1.13659
573.0,0.5730000000000001,376.0,0.018831,-242.236,930.649,376.0,0.071337,-242.235,930.65,0.0,0.007292,-168.587,0.945893
574.0,0.5740000000000001,368.0,0.019891,-212.042,960.372,368.0,0.138301,-212.041,960.372,0.0,0.007417,-174.482,0.762824
575.0,0.5750000000000001,364.0,0.097319,-182.991,988.143,364.0,0.124085,-182.99,988.144,0.0,0.008022,-180.466,0.592681
576.0,0.5760000000000001,364.0,0.154318,-155.45,1013.64,364.0,0.056088,-155.449,1013.64,0.0,0.008278,-186.534,0.4403
577.0,0.577,365.0,0.035405,-129.78,1036.55,365.0,0.127144,-129.779,1036.55,0.0,0.008009,-192.68,0.309908
578.0,0.578,363.0,0.018389,-106.319,1056.6,363.0,0.211561,-106.318,1056.6,0.0,0.007852,-198.9,0.205
579.0,0.579,364.0,0.148161,-85.3677,1073.55,364.0,0.064744,-85.367,1073.55,0.0,0.051613,-205.191,0.128232
580.0,0.58,365.0,0.180803,-67.1785,1087.22,365.0,0.073889,-67.1779,1087.22,0.0,0.007144,-211.549,0.0813531
581.0,0.581,366.0,0.024728,-51.9479,1097.46,366.0,0.098971,-51.9474,1097.46,0.0,0.007035,-217.974,0.0651567
582.0,0.582,367.0,0.187216,-39.823,1104.14,367.0,0.107569,-39.8226,1104.14,0.0,0.009275,-224.465,0.0794674
583.0,0.583,370.0,0.019692,-30.9084,1107.2,370.0,0.100239,-30.9082,1107.2,0.0,0.007144,-231.021,0.123157
584.0,0.584,372.0,0.07548,-25.2723,1106.61,372.0,0.292874,-25.2722,1106.61,0.0,0.057176,-237.644,0.194193
585.0,0.585,378.0,0.032651,-22.9461,1102.36,378.0,0.157077,-22.9461,1102.36,0.0,0.007495,-244.335,0.289708
586.0,0.586,380.0,0.070516,-23.921,1094.51,380.0,0.055977,-23.9211,1094.51,0.0,0.008455,-251.099,0.406106
587.0,0.587,382.0,0.083616,-28.144,1083.17,382.0,0.08809,-28.1443,1083.17,0.0,0.006738,-257.937,0.539182
588.0,0.588,382.0,0.016428,-35.5184,1068.49,382.0,0.129075,-35.5188,1068.49,0.0,0.007265,-264.856,0.684259
589.0,0.589,386.0,0.017439,-45.9081,1050.64,386.0,0.054501,-45.9085,1050.63,0.0,0.008938,-271.858,0.836347
590.0,0.59,393.0,0.125391,-59.1452,1029.83,393.0,0.073395,-59.1457,1029.83,0.0,0.007329,-278.95,0.990305
591.0,0.591,395.0,0.019469,-75.0386,1006.28,395.0,0.079221,-75.0392,1006.28,0.0,0.034184,-286.137,1.141
592.0,0.592,396.0,0.019504,-93.3864,980.237,396.0,0.077955,-93.3871,980.236,0.0,0.009041,-293.423,1.28348
593.0,0.593,396.0,0.019085,-113.975,951.923,396.0,0.131098,-113.976,951.922,0.0,0.007502,-300.814,1.41311
594.0,0.594,395.0,0.09692,-136.58,921.589,395.0,0.060747,-136.581,921.588,0.0,0.008332,-308.314,1.52575
595.0,0.595,396.0,0.022566,-160.962,889.506,396.0,0.073397,-160.963,889.504,0.0,0.007759,-315.927,1.61785
596.0,0.596,395.0,0.026274,-186.858,855.936,395.0,0.116046,-186.859,855.934,0.0,0.052205,-323.658,1.68655
597.0,0.597,391.0,0.125491,-214.001,821.146,391.0,0.27224,-214.002,821.144,0.0,0.007552,-331.509,1.7298
598.0,0.598,387.0,0.087932,-242.11,785.416,387.0,0.147358,-242.111,785.414,0.0,0.007053,-339.481,1.74639
599.0,0.599,377.0,0.022224,-270.889,749.018,377.0,0.12402,-270.889,749.016,0.0,0.008875,-347.577,1.73596
600.0,0.6,372.0,0.100469,-300.051,712.219,372.0,0.076815,-300.052,712.218,0.0,0.007052,-355.797,1.69903
601.0,0.601,356.0,0.22103,-329.319,675.278,356.0,0.064485,-329.32,675.276,0.0,0.008621,-364.139,1.63697
602.0,0.602,351.0,0.022961,-358.43,638.438,351.0,0.092474,-358.431,638.436,0.0,0.007649,-372.604,1.55192
603.0,0.603,340.0,0.02223,-387.136,601.929,340.0,0.045857,-387.137,601.928,0.0,0.007778,-381.187,1.44673
604.0,0.604,328.0,0.046044,-415.21,565.963,328.0,0.178844,-415.211,565.962,0.0,0.007318,-389.888,1.32484
605.0,0.605,314.0,0.023687,-442.447,530.733,314.0,0.070423,-442.447,530.732,0.0,0.007011,-398.701,1.19018
606.0,0.606,300.0,0.036543,-468.664,496.412,300.0,0.084731,-468.665,496.411,0.0,0.006882,-407.624,1.04703
607.0,0.607,287.0,0.035319,-493.706,463.15,287.0,0.071693,-493.706,463.149,0.0,0.008705,-416.651,0.899882
608.0,0.608,277.0,0.019771,-517.437,431.072,277.0,0.057359,-517.437,431.071,0.0,0.007448,-425.779,0.753274
609.0,0.609,262.0,0.032206,-539.755,400.28,262.0,0.061687,-539.755,400.278,0.0,0.007056,-435.003,0.611663
610.0,0.61,249.0,0.096328,-560.581,370.851,249.0,0.195053,-560.581,370.85,0.0,0.007841,-444.318,0.479276
611.0,0.611,242.0,0.018103,-579.855,342.848,242.0,0.27494,-579.855,342.847,0.0,0.006931,-453.719,0.359982
612.0,0.612,232.0,0.067115,-597.537,316.313,232.0,0.072547,-597.537,316.312,0.0,0.008498,-463.204,0.257169
613.0,0.613,224.0,0.046148,-613.609,291.273,224.0,0.051264,-613.609,291.273,0.0,0.007047,-472.769,0.173649
614.0,0.614,214.0,0.027852,-628.062,267.742,214.0,0.062062,-628.062,267.742,0.0,0.019518,-482.411,0.111576
615.0,0.615,203.0,0.078067,-640.899,245.713,203.0,0.135107,-640.899,245.712,0.0,0.007411,-492.127,0.0723878
616.0,0.616,197.0,0.074637,-652.141,225.167,197.0,0.070581,-652.14,225.167,0.0,0.007538,-501.917,0.0567749
617.0,0.617,185.0,0.015348,-661.815,206.08,185.0,0.064708,-661.815,206.079,0.0,0.009011,-511.779,0.0646695
618.0,0.618,175.0,0.114216,-669.96,188.421,175.0,0.059296,-669.96,188.42,0.0,0.007265,-521.713,0.0952628
619.0,0.619,164.0,0.104641,-676.617,172.146,164.0,0.242355,-676.616,172.146,0.0,0.007143,-531.722,0.147043
620.0,0.62,157.0,0.048153,-681.839,157.206,157.0,0.188349,-681.839,157.206,0.0,0.007257,-541.805,0.217857
621.0,0.621,147.0,0.014609,-685.681,143.546,147.0,0.058052,-685.681,143.546,0.0,0.008818,-551.965,0.304989
622.0,0.622,135.0,0.017459,-688.2,131.103,135.0,0.075926,-688.199,131.102,0.0,0.008766,-562.205,0.405258
623.0,0.623,130.0,0.029557,-689.453,119.808,130.0,0.089644,-689.452,119.808,0.0,0.007197,-572.529,0.515125
624.0,0.624,126.0,0.093499,-689.503,109.586,126.0,0.075567,-689.502,109.586,0.0,0.007222,-582.939,0.630815
625.0,0.625,120.0,0.074491,-688.425,100.35,120.0,0.086072,-688.424,100.35,0.0,0.008816,-593.439,0.748434
626.0,0.626,113.0,0.055127,-686.312,92.0033,113.0,0.061765,-686.312,92.003,0.0,0.009203,-604.034,0.864101
627.0,0.627,106.0,0.030822,-683.266,84.444,106.0,0.049037,-683.265,84.4438,0.0,0.020518,-614.728,0.974062
628.0,0.628,96.0,0.014961,-679.396,77.568,96.0,0.104743,-679.395,77.5677,0.0,0.066463,-625.523,1.07481
629.0,0.629,86.0,0.038658,-674.812,71.2704,86.0,0.070061,-674.812,71.2701,0.0,0.055344,-636.424,1.16319
630.0,0.63,77.0,0.104176,-669.63,65.4512,77.0,0.194231,-669.629,65.4509,0.0,0.008075,-647.434,1.23649
631.0,0.631,72.0,0.076393,-663.96,60.0264,72.0,0.119461,-663.959,60.0262,0.0,0.007618,-658.556,1.2925
632.0,0.632,67.0,0.04373,-657.896,54.9362,67.0,0.128141,-657.895,54.936,0.0,0.007126,-669.791,1.32962
633.0,0.633,59.0,0.084512,-651.513,50.1438,59.0,0.172068,-651.513,50.1436,0.0,0.009121,-681.141,1.34682
634.0,0.634,53.0,0.08606,-644.857,45.628,53.0,0.066357,-644.856,45.6278,0.0,0.006917,-692.608,1.34375
635.0,0.635,45.0,0.268318,-637.958,41.3772,45.0,0.040592,-637.957,41.377,0.0,0.008866,-704.192,1.32066
636.0,0.636,39.0,0.033734,-630.832,37.3862,39.0,0.080422,-630.831,37.386,0.0,0.007378,-715.892,1.27842
637.0,0.637,33.0,0.032167,-623.492,33.6531,33.0,0.223475,-623.491,33.6529,0.0,0.007244,-727.708,1.21849
638.0,0.638,27.0,0.136292,-615.956,30.1848,27.0,0.046452,-615.955,30.1846,0.0,0.008841,-739.638,1.14283
639.0,0.639,22.0,0.043782,-608.232,26.9978,22.0,0.072488,-608.232,26.9976,0.0,0.007305,-751.68,1.05385
640.0,0.64,20.0,0.162089,-600.32,24.1196,20.0,0.13568,-600.32,24.1195,0.0,0.008531,-763.832,0.95432
641.0,0.641,19.0,0.040022,-592.205,21.5802,19.0,0.113367,-592.204,21.5801,0.0,0.008028,-776.09,0.847298
642.0,0.642,15.0,0.033788,-583.866,19.4039,15.0,0.2027,-583.866,19.4038,0.0,0.006957,-788.453,0.736004
643.0,0.643,12.0,0.027554,-575.28,17.6075,12.0,0.056041,-575.279,17.6074,0.0,0.007864,-800.916,0.623731
644.0,0.644,11.0,0.121659,-566.419,16.2008,11.0,0.017192,-566.418,16.2007,0.0,0.007136,-813.476,0.513743
645.0,0.645,9.0,0.023869,-557.27,15.1798,9.0,0.014508,-557.27,15.1798,0.0,0.007211,-826.131,0.409175
646.0,0.646,9.0,0.016244,-547.833,14.5252,9.0,0.013491,-547.832,14.5252,0.0,0.007871,-838.876,0.31294
647.0,0.647,8.0,0.036627,-538.121,14.202,8.0,0.017841,-538.121,14.202,0.0,0.007928,-851.709,0.227648
648.0,0.648,7.0,0.019375,-528.168,14.1591,7.0,0.063674,-528.167,14.1591,0.0,0.01915,-864.628,0.155527
649.0,0.649,6.0,0.016401,-518.025,14.3328,6.0,0.01444,-518.024,14.3328,0.0,0.007549,-877.629,0.0983703
650.0,0.65,5.0,0.05831,-507.761,14.6531,5.0,0.0177,-507.76,14.6531,0.0,0.007952,-890.712,0.0574852
651.0,0.651,3.0,0.068188,-497.453,15.051,3.0,0.024057,-497.452,15.0511,0.0,0.008063,-903.874,0.033666
652.0,0.652,2.0,0.017301,-487.175,15.4661,2.0,0.027115,-487.174,15.4661,0.0,0.011066,-917.116,0.0271796
653.0,0.653,2.0,0.012404,-476.982,15.8524,2.0,0.01059,-476.981,15.8524,0.0,0.009386,-930.436,0.0377677
654.0,0.654,2.0,0.015675,-466.916,16.1802,2.0,0.010635,-466.915,16.1802,0.0,0.007363,-943.836,0.0646652
655.0,0.655,2.0,0.017136,-457.001,16.4336,2.0,0.010247,-457.001,16.4336,0.0,0.008614,-957.315,0.106633
656.0,0.656,2.0,0.013281,-447.254,16.607,2.0,0.013246,-447.253,16.607,0.0,0.006952,-970.876,0.162005
657.0,0.657,1.0,0.01582,-437.68,16.7036,1.0,0.010335,-437.679,16.7036,0.0,0.007163,-984.519,0.228747
658.0,0.658,1.0,0.054841,-428.281,16.7352,1.0,0.013872,-428.28,16.7352,0.0,0.00752,-998.248,0.304523
659.0,0.659,1.0,0.01912,-419.044,16.7205,1.0,0.010128,-419.044,16.7205,0.0,0.05065,-1012.06,0.386773
