step,time_sec,barrier_active_samples,penalty_active_samples,barrier_solver_time_sec,penalty_solver_time_sec,barrier_energy_main,penalty_energy_main,barrier_energy_sub0,penalty_energy_sub0
646,0.646,9,0,0.013087,0.012678,-557.27,-826.131,15.1798,0.409175
647,0.647,8,0,0.020182,0.012161,-547.833,-838.876,14.5252,0.31294
648,0.648,7,0,0.017634,0.013641,-538.121,-851.709,14.202,0.227648
649,0.649,6,0,0.019906,0.012141,-528.168,-864.628,14.1591,0.155527
650,0.65,5,0,0.017771,0.015532,-518.025,-877.629,14.3328,0.0983703
651,0.651,3,0,0.019334,0.02418,-507.761,-890.712,14.6531,0.0574852
652,0.652,2,0,0.01387,0.014618,-497.453,-903.874,15.051,0.0336661
653,0.653,2,0,0.014187,0.064106,-487.175,-917.116,15.4661,0.0271796
654,0.654,2,0,0.012622,0.030418,-476.982,-930.436,15.8524,0.0377677
655,0.655,2,0,0.100005,0.014358,-466.916,-943.836,16.1802,0.0646652
656,0.656,2,0,0.016612,0.015347,-457.001,-957.315,16.4336,0.106633
657,0.657,1,0,0.013612,0.019803,-447.254,-970.876,16.607,0.162005
658,0.658,1,0,0.012641,0.016055,-437.68,-984.519,16.7036,0.228747
659,0.659,1,0,0.015552,0.015293,-428.281,-998.248,16.7352,0.304523
660,0.66,0,0,0.067307,0.015519,-419.044,-1012.06,16.7205,0.386773
661,0.661,0,0,0.04115,0.017666,-409.955,-1025.97,16.682,0.472795
662,0.662,0,1,0.022736,0.017958,-400.993,-1039.97,16.6447,0.559826
663,0.663,0,2,0.012488,0.018279,-392.133,-1054.06,16.633,0.645132
664,0.664,0,4,0.013473,0.013976,-383.348,-1068.25,16.6669,0.726088
665,0.665,0,4,0.011708,0.014157,-374.618,-1082.53,16.759,0.800277
666,0.666,0,5,0.013344,0.014181,-365.929,-1096.92,16.9126,0.865557
667,0.667,0,9,0.012394,0.019351,-357.278,-1111.4,17.1209,0.920132
668,0.668,0,10,0.013862,0.014977,-348.673,-1125.97,17.3677,0.962712
669,0.669,0,11,0.017412,0.012601,-340.129,-1140.64,17.6294,0.992467
670,0.67,0,16,0.076663,0.016419,-331.67,-1155.39,17.8768,1.00907
671,0.671,0,18,0.019493,0.014309,-323.327,-1170.22,18.0778,1.01292
672,0.672,0,21,0.014583,0.024455,-315.131,-1185.13,18.2001,1.00492
673,0.673,0,26,0.076866,0.021376,-307.116,-1200.1,18.214,0.986514
674,0.674,0,27,0.024843,0.108241,-299.312,-1215.14,18.0939,0.959726
675,0.675,0,33,0.018467,0.095191,-291.744,-1230.21,17.821,0.926996
676,0.676,0,37,0.021324,0.040109,-284.432,-1245.33,17.3844,0.891187
677,0.677,0,44,0.053969,0.048738,-277.386,-1260.47,16.7817,0.855284
678,0.678,0,49,0.013623,0.047249,-270.609,-1275.61,16.0198,0.822967
679,0.679,0,56,0.016225,0.021957,-264.094,-1290.73,15.1145,0.797849
680,0.68,0,69,0.134406,0.031077,-257.824,-1305.82,14.09,0.784107
681,0.681,0,75,0.046527,0.028738,-251.775,-1320.85,12.9776,0.786155
682,0.682,0,91,0.020057,0.028698,-245.915,-1335.78,11.814,0.808712
683,0.683,0,104,0.016075,0.024135,-240.207,-1350.6,10.6398,0.85658
684,0.684,0,113,0.017762,0.040437,-234.609,-1365.24,9.4973,0.934909
685,0.685,0,130,0.012981,0.025003,-229.08,-1379.68,8.42859,1.0486
686,0.686,0,150,0.014089,0.024392,-223.575,-1393.89,7.47344,1.20291
687,0.687,0,171,0.037788,0.037891,-218.055,-1407.8,6.66749,1.40298
688,0.6880000000000001,0,194,0.053755,0.147461,-212.484,-1421.36,6.04061,1.65379
689,0.6890000000000001,0,221,0.014374,0.131579,-206.831,-1434.51,5.61549,1.96049
690,0.6900000000000001,0,251,0.015001,0.189246,-201.074,-1447.17,5.40659,2.32783
691,0.6910000000000001,0,278,0.069308,0.025656,-195.198,-1459.26,5.41953,2.76102
692,0.6920000000000001,0,310,0.015312,0.046244,-189.197,-1470.68,5.65086,3.26524
693,0.6930000000000001,0,349,0.022192,0.027233,-183.074,-1481.39,6.08838,3.84639
694,0.6940000000000001,0,386,0.01636,0.037051,-176.843,-1491.27,6.7119,4.5116
695,0.6950000000000001,0,423,0.170309,0.195982,-170.523,-1500.22,7.49438,5.26838
696,0.6960000000000001,0,458,0.049066,0.193893,-164.142,-1508.14,8.40334,6.12599
697,0.6970000000000001,0,492,0.044693,0.035873,-157.732,-1514.93,9.40247,7.09358
698,0.6980000000000001,0,521,0.047808,0.064089,-151.331,-1520.52,10.4533,8.1814
699,0.6990000000000001,0,550,0.018803,0.213005,-144.977,-1524.81,11.5167,9.40138
700,0.7000000000000001,0,580,0.017485,0.038394,-138.71,-1527.77,12.5542,10.7669
701,0.7010000000000001,0,606,0.037494,0.256139,-132.568,-1529.33,13.5292,12.2927
702,0.7020000000000001,0,627,0.011647,0.27503,-126.588,-1529.41,14.4078,13.9929
703,0.7030000000000001,0,638,0.072302,0.040248,-120.804,-1527.98,15.1595,15.881
704,0.704,0,647,0.047366,0.034854,-115.247,-1525.02,15.7578,17.971
705,0.705,0,655,0.066619,0.030121,-109.943,-1520.55,16.1803,20.2785
706,0.706,0,657,0.016047,0.037511,-104.915,-1514.58,16.4098,22.8251
707,0.707,0,661,0.017011,0.432297,-100.179,-1507.16,16.4341,25.6356
708,0.708,0,668,0.012367,0.059163,-95.7489,-1498.33,16.2467,28.7425
709,0.709,0,671,0.12323,0.216183,-91.6304,-1488.11,15.8472,32.1861
710,0.71,0,675,0.016617,0.048969,-87.8242,-1476.52,15.2416,36.0123
711,0.711,0,678,0.057635,0.110819,-84.3241,-1463.59,14.4429,40.2716
712,0.712,0,685,0.012774,0.200154,-81.1173,-1449.33,13.4706,45.0166
713,0.713,0,690,0.04954,0.140141,-78.1841,-1433.75,12.3509,50.3013
714,0.714,0,695,0.028814,0.04731,-75.498,-1416.85,11.1159,56.1747
715,0.715,0,700,0.015418,0.038637,-73.0266,-1398.63,9.80329,62.68
716,0.716,0,707,0.011994,0.217561,-70.732,-1379.08,8.45449,69.8529
717,0.717,0,709,0.057974,0.038478,-68.5723,-1358.23,7.11379,77.7208
718,0.718,0,711,0.070246,0.040444,-66.5027,-1336.06,5.82641,86.2983
719,0.719,0,716,0.011833,0.061548,-64.4775,-1312.59,4.63674,95.5891
720,0.72,0,718,0.042511,0.138953,-62.4519,-1287.85,3.58647,105.586
721,0.721,0,722,0.033174,0.117426,-60.3837,-1261.86,2.71273,116.272
722,0.722,0,722,0.086993,0.136091,-58.2353,-1234.64,2.04644,127.617
723,0.723,0,724,0.012908,0.306215,-55.9755,-1206.23,1.61083,139.582
724,0.724,0,724,0.017242,0.046545,-53.5807,-1176.7,1.42034,152.118
725,0.725,0,724,0.016089,0.109651,-51.0365,-1146.08,1.47989,165.164
726,0.726,0,727,0.01188,0.120602,-48.3378,-1114.44,1.78459,178.656
727,0.727,0,727,0.036559,0.145587,-45.4896,-1081.86,2.31989,192.52
728,0.728,0,727,0.020663,0.416496,-42.5067,-1048.41,3.06218,206.677
729,0.729,0,729,0.018765,0.389089,-39.4129,-1014.17,3.9798,221.043
730,0.73,0,731,0.015942,0.216698,-36.2402,-979.231,5.03439,235.53
731,0.731,0,732,0.013749,0.159989,-33.0273,-943.687,6.18253,250.048
732,0.732,0,733,0.050958,0.147843,-29.8183,-907.634,7.37759,264.501
733,0.733,0,736,0.02023,0.057782,-26.6601,-871.177,8.57164,278.797
734,0.734,0,737,0.092724,0.057636,-23.6011,-834.422,9.71744,292.842
735,0.735,0,738,0.012793,0.224452,-20.689,-797.475,10.7703,306.544
736,0.736,0,739,0.014196,0.050171,-17.9689,-760.446,11.6899,319.815
737,0.737,0,741,0.060785,0.044714,-15.4815,-723.445,12.4415,332.569
738,0.738,0,743,0.011913,0.138443,-13.2616,-686.579,12.9977,344.728
739,0.739,0,744,0.077706,0.042958,-11.337,-649.953,13.3388,356.221
740,0.74,0,747,0.012255,0.039234,-9.72724,-613.668,13.4538,366.983
741,0.741,0,749,0.014288,0.040944,-8.44346,-577.825,13.3404,376.958
742,0.742,0,750,0.032826,0.184192,-7.48787,-542.516,13.005,386.103
743,0.743,0,753,0.122061,0.156872,-6.85394,-507.83,12.4619,394.378
744,0.744,0,755,0.012369,0.051389,-6.52693,-473.852,11.7332,401.758
745,0.745,0,758,0.053205,0.055021,-6.48459,-440.658,10.8472,408.228
746,0.746,0,760,0.016308,0.050515,-6.69825,-408.322,9.83735,413.782
747,0.747,0,760,0.021618,0.229867,-7.13405,-376.909,8.74086,418.428
748,0.748,0,766,0.015141,0.053188,-7.75439,-346.481,7.59715,422.179
749,0.749,0,768,0.016987,0.157328,-8.51943,-317.095,6.44634,425.065
750,0.75,0,768,0.01539,0.305684,-9.38867,-288.799,5.32767,427.118
751,0.751,0,771,0.013234,0.2106,-10.3225,-261.639,4.27811,428.383
752,0.752,0,772,0.00907,0.069896,-11.2836,-235.659,3.33102,428.908
753,0.753,0,772,0.010651,0.052655,-12.2384,-210.898,2.51504,428.749
754,0.754,0,776,0.009516,0.046061,-13.158,-187.393,1.85318,427.963
755,0.755,0,779,0.008466,0.398417,-14.0192,-165.178,1.36219,426.614
756,0.756,0,783,0.012451,0.09889,-14.8053,-144.288,1.05214,424.764
757,0.757,0,785,0.013092,0.084229,-15.5061,-124.754,0.926323,422.477
758,0.758,0,786,0.01319,0.044145,-16.1184,-106.608,0.981385,419.817
759,0.759,0,789,0.037668,0.055967,-16.6457,-89.8857,1.20768,416.844
760,0.76,0,791,0.017324,0.142545,-17.0977,-74.62,1.5899,413.615
761,0.761,0,794,0.104003,0.054785,-17.4901,-60.8453,2.10778,410.182
762,0.762,0,794,0.075705,0.143418,-17.8432,-48.5967,2.7371,406.595
763,0.763,0,797,0.013097,0.077579,-18.1816,-37.9091,3.45061,402.897
764,0.764,0,797,0.012596,0.051711,-18.5328,-28.8164,4.21917,399.13
765,0.765,0,798,0.022088,0.044106,-18.9262,-21.3516,5.01279,395.329
766,0.766,0,800,0.013476,0.060943,-19.3919,-15.5463,5.80176,391.524
767,0.767,0,801,0.029388,0.055606,-19.9601,-11.4287,6.55761,387.745
768,0.768,0,802,0.018498,0.436987,-20.6593,-9.02321,7.25408,384.014
769,0.769,0,801,0.094001,0.101552,-21.516,-8.3505,7.86791,380.351
770,0.77,0,802,0.014386,0.048434,-22.5535,-9.42607,8.37953,376.774
771,0.771,0,802,0.064558,0.113525,-23.7916,-12.2603,8.77358,373.293
772,0.772,0,801,0.10681,0.129743,-25.2457,-16.8567,9.03931,369.919
773,0.773,0,799,0.024675,0.054513,-26.9265,-23.2114,9.1707,366.659
774,0.774,0,799,0.015442,0.062279,-28.8401,-31.3151,9.16655,363.515
775,0.775,0,798,0.018857,0.046131,-30.9875,-41.1503,9.03033,360.49
776,0.776,0,797,0.018919,0.079408,-33.3652,-52.6922,8.76985,357.579
777,0.777,0,796,0.023436,0.069246,-35.9653,-65.9096,8.39687,354.777
778,0.778,0,792,0.018591,0.095344,-38.7758,-80.7638,7.92654,352.073
779,0.779,0,792,0.171395,0.229253,-41.7814,-97.2093,7.3767,349.457
780,0.78,0,787,0.019317,0.056908,-44.964,-115.194,6.76723,346.911
781,0.781,0,786,0.039484,0.277181,-48.3037,-134.661,6.11924,344.419
782,0.782,0,783,0.037992,0.179852,-51.779,-155.547,5.45432,341.96
783,0.783,0,781,0.013827,0.148584,-55.3681,-177.784,4.79372,339.511
784,0.784,0,772,0.01272,0.139209,-59.0498,-201.3,4.15772,337.049
785,0.785,0,769,0.010026,0.051651,-62.8034,-226.021,3.56487,334.55
786,0.786,0,765,0.018275,0.069373,-66.6104,-251.871,3.0315,331.987
787,0.787,0,762,0.019372,0.184861,-70.4542,-278.769,2.57122,329.332
788,0.788,0,759,0.019751,0.196516,-74.3212,-306.635,2.19459,326.555
789,0.789,0,755,0.01321,0.091723,-78.2008,-335.386,1.90888,323.625
790,0.79,0,753,0.012973,0.427603,-82.0857,-364.939,1.71799,320.512
791,0.791,0,751,0.011229,0.187983,-85.972,-395.213,1.62252,317.184
792,0.792,0,747,0.012375,0.187994,-89.8591,-426.126,1.61984,313.609
793,0.793,0,745,0.01651,0.069225,-93.7498,-457.595,1.70442,309.76
794,0.794,0,745,0.012365,0.260092,-97.6496,-489.544,1.86814,305.607
795,0.795,0,741,0.013561,0.062224,-101.567,-521.894,2.1007,301.124
796,0.796,0,740,0.054121,0.05607,-105.512,-554.568,2.39013,296.29
797,0.797,0,737,0.123997,0.277239,-109.497,-587.494,2.72327,291.083
798,0.798,0,736,0.012312,0.070418,-113.535,-620.6,3.08626,285.487
799,0.799,0,733,0.011882,0.084542,-117.64,-653.815,3.46512,279.489
800,0.8,0,730,0.043351,0.118919,-121.826,-687.072,3.84613,273.081
801,0.801,0,729,0.01343,0.156896,-126.108,-720.305,4.21637,266.26
802,0.802,0,727,0.016801,0.485393,-130.497,-753.448,4.56401,259.027
803,0.803,0,725,0.012398,0.058698,-135.006,-786.437,4.8787,251.389
804,0.804,0,725,0.0192,0.440592,-139.646,-819.208,5.15173,243.36
805,0.805,0,722,0.013156,0.07225,-144.425,-851.695,5.37627,234.957
806,0.806,0,722,0.012693,0.355063,-149.349,-883.835,5.54739,226.203
807,0.807,0,722,0.013076,0.052942,-154.425,-915.564,5.66209,217.127
808,0.808,0,721,0.014801,0.084893,-159.654,-946.813,5.71928,207.761
809,0.809,0,721,0.015325,0.121421,-165.038,-977.518,5.71959,198.145
810,0.81,0,721,0.015874,0.094517,-170.576,-1007.61,5.66526,188.32
811,0.811,0,721,0.014512,0.082426,-176.266,-1037.02,5.55993,178.334
812,0.812,0,721,0.016788,0.062795,-182.105,-1065.68,5.40839,168.236
813,0.8130000000000001,0,721,0.015547,0.07499,-188.086,-1093.51,5.21637,158.081
814,0.8140000000000001,0,721,0.020646,0.221308,-194.205,-1120.46,4.99026,147.922
815,0.8150000000000001,0,721,0.013708,0.051464,-200.455,-1146.44,4.7369,137.816
816,0.8160000000000001,0,721,0.012401,0.058736,-206.829,-1171.39,4.46335,127.82
817,0.8170000000000001,0,720,0.025957,0.094129,-213.32,-1195.23,4.1767,117.989
818,0.8180000000000001,0,718,0.013945,0.087065,-219.921,-1217.91,3.88387,108.378
819,0.8190000000000001,0,711,0.009634,0.067924,-226.625,-1239.35,3.59147,99.0402
820,0.8200000000000001,0,702,0.00912,0.042776,-233.425,-1259.52,3.30568,90.0278
821,0.8210000000000001,0,695,0.010096,0.043183,-240.315,-1278.35,3.03218,81.3886
822,0.8220000000000001,0,687,0.028562,0.052664,-247.29,-1295.81,2.77604,73.1657
823,0.8230000000000001,0,681,0.013946,0.081954,-254.344,-1311.87,2.54172,65.3965
824,0.8240000000000001,0,676,0.017117,0.959768,-261.472,-1326.48,2.333,58.1116
825,0.8250000000000001,0,668,0.020545,0.070432,-268.672,-1339.62,2.15301,51.3356
826,0.8260000000000001,0,665,0.015173,0.08838,-275.94,-1351.27,2.00421,45.0864
827,0.8270000000000001,0,658,0.016197,0.068119,-283.273,-1361.42,1.88839,39.3759
828,0.8280000000000001,0,656,0.013743,0.0882,-290.669,-1370.04,1.8067,34.2094
829,0.8290000000000001,0,651,0.017571,0.255443,-298.128,-1377.13,1.75967,29.5864
830,0.8300000000000001,2,646,0.138332,0.07249,-305.65,-1382.69,1.7472,25.5004
831,0.8310000000000001,2,640,0.040483,0.107892,-313.223,-1386.73,1.76918,21.9388
832,0.8320000000000001,2,629,0.013713,0.372227,-320.73,-1389.24,1.84005,18.8848
833,0.833,2,620,0.014602,0.09176,-328.222,-1390.26,1.98621,16.3156
834,0.834,2,600,0.013971,0.136477,-335.736,-1389.8,2.22516,14.2034
835,0.835,2,581,0.118547,0.521715,-343.284,-1387.91,2.55689,12.516
836,0.836,3,552,0.015398,0.141926,-350.862,-1384.64,2.97074,11.2175
837,0.837,3,523,0.023396,0.495776,-358.46,-1380.06,3.45385,10.2683
838,0.838,3,492,0.019831,0.03096,-366.079,-1374.25,3.99476,9.62607
839,0.839,3,467,0.019867,0.029931,-373.722,-1367.28,4.5856,9.24706
840,0.84,4,428,0.018911,0.280624,-381.393,-1359.26,5.2228,9.08723
841,0.841,5,405,0.02517,0.064827,-389.096,-1350.28,5.90783,9.10342
842,0.842,6,369,0.018813,0.326469,-396.831,-1340.44,6.64583,9.2544
843,0.843,7,347,0.119972,0.070567,-404.599,-1329.82,7.4423,9.50159
844,0.844,7,318,0.017809,0.212283,-412.397,-1318.54,8.30296,9.80932
845,0.845,7,299,0.020681,0.084476,-420.223,-1306.66,9.22758,10.145
846,0.846,8,277,0.017828,0.04584,-428.075,-1294.28,10.2145,10.4793
847,0.847,8,252,0.062939,0.250275,-435.948,-1281.47,11.2663,10.7863
848,0.848,9,230,0.018388,0.074436,-443.833,-1268.3,12.3857,11.0438
849,0.849,10,200,0.030024,0.600645,-451.722,-1254.83,13.5793,11.2331
850,0.85,13,180,0.025505,0.062035,-459.594,-1241.15,14.8536,11.3392
851,0.851,14,161,0.048286,0.06447,-467.425,-1227.31,16.2083,11.3507
852,0.852,17,141,0.018831,0.206641,-475.153,-1213.35,17.6619,11.2597
853,0.853,19,120,0.02327,0.296076,-482.735,-1199.34,19.2607,11.0623
854,0.854,23,105,0.019197,0.104305,-490.143,-1185.31,21.0703,10.758
855,0.855,27,89,0.041751,0.830651,-497.349,-1171.3,23.1383,10.3501
856,0.856,28,78,0.028271,0.609812,-504.165,-1157.33,25.4969,9.84578
857,0.857,29,65,0.029211,0.034935,-510.675,-1143.41,28.1811,9.25552
858,0.858,31,57,0.259152,0.346096,-516.977,-1129.58,31.2082,8.5929
859,0.859,32,43,0.021113,0.16925,-523.064,-1115.82,34.5739,7.87413
860,0.86,33,38,0.081646,0.118292,-528.881,-1102.14,38.2765,7.1175
861,0.861,34,29,0.021727,0.050336,-534.381,-1088.53,42.3368,6.34261
862,0.862,36,24,0.077958,0.032737,-539.542,-1075.0,46.7792,5.56953
863,0.863,39,17,0.090372,0.034843,-544.35,-1061.52,51.6248,4.81808
864,0.864,44,15,0.03006,0.03852,-548.785,-1048.09,56.8865,4.10697
865,0.865,50,12,0.017575,0.192569,-552.818,-1034.69,62.5734,3.45335
866,0.866,51,8,0.019715,0.025356,-556.415,-1021.32,68.6926,2.87233
867,0.867,51,7,0.056011,0.034734,-559.541,-1007.96,75.2594,2.37663
868,0.868,53,5,0.032747,0.051811,-562.214,-994.607,82.2819,1.9764
869,0.869,60,4,0.172887,0.024465,-564.438,-981.245,89.7585,1.67896
870,0.87,61,3,0.017978,0.044629,-566.207,-967.872,97.6858,1.48881
871,0.871,61,2,0.017306,0.053153,-567.452,-954.484,106.066,1.40754
872,0.872,64,1,0.030663,0.021837,-568.148,-941.08,114.915,1.43397
873,0.873,70,1,0.080329,0.021142,-568.32,-927.665,124.264,1.56429
874,0.874,74,1,0.017682,0.020125,-567.973,-914.241,134.136,1.79232
875,0.875,79,0,0.093113,0.038769,-566.937,-900.815,144.524,2.10965
876,0.876,83,0,0.048049,0.05142,-565.04,-887.395,155.481,2.50592
877,0.877,90,0,0.016192,0.020236,-562.508,-873.994,167.061,2.96904
878,0.878,93,0,0.018401,0.021184,-559.306,-860.623,179.233,3.48539
879,0.879,99,0,0.052163,0.06921,-555.244,-847.295,191.975,4.04006
880,0.88,107,0,0.040787,0.025393,-550.429,-834.026,205.312,4.61706
881,0.881,114,0,0.018423,0.022682,-544.996,-820.831,219.233,5.19957
882,0.882,124,0,0.080348,0.022638,-538.91,-807.728,233.693,5.77028
883,0.883,130,0,0.069246,0.033024,-531.946,-794.734,248.632,6.31178
884,0.884,140,0,0.083731,0.022648,-523.679,-781.866,264.198,6.80702
885,0.885,150,0,0.017251,0.115866,-514.85,-769.142,280.468,7.23981
886,0.886,157,0,0.076937,0.031017,-505.577,-756.578,297.28,7.59547
887,0.887,165,0,0.042735,0.029316,-495.819,-744.188,314.428,7.86133
888,0.888,173,0,0.065357,0.072643,-485.56,-731.986,331.798,8.02738
889,0.889,182,0,0.017088,0.048053,-474.803,-719.982,349.362,8.08667
890,0.89,191,0,0.020339,0.070819,-463.596,-708.182,367.12,8.03575
891,0.891,195,0,0.097017,0.023109,-451.855,-696.591,385.087,7.87486
892,0.892,204,0,0.22868,0.023323,-439.526,-685.207,403.33,7.60798
893,0.893,216,0,0.022204,0.025178,-426.689,-674.027,421.91,7.24272
894,0.894,224,0,0.021707,0.060304,-412.969,-663.044,440.807,6.79005
895,0.895,231,0,0.073992,0.023364,-397.919,-652.245,460.126,6.26385
896,0.896,240,0,0.023886,0.017714,-382.583,-641.617,479.864,5.68038
897,0.897,252,0,0.035189,0.199632,-367.082,-631.144,499.767,5.05764
898,0.898,270,0,0.022237,0.063727,-351.406,-620.807,519.595,4.41473
899,0.899,277,0,0.036512,0.019779,-335.604,-610.588,539.183,3.7711
900,0.9,288,0,0.020641,0.019273,-319.753,-600.465,558.394,3.14593
901,0.901,304,0,0.145151,0.028625,-303.97,-590.421,577.068,2.55744
902,0.902,317,0,0.019257,0.060281,-288.354,-580.437,595.026,2.02233
903,0.903,331,0,0.053118,0.025787,-273.014,-570.495,612.109,1.55528
904,0.904,344,0,0.053028,0.039057,-258.099,-560.582,628.2,1.16854
905,0.905,359,0,0.057767,0.025401,-243.792,-550.685,643.214,0.871606
906,0.906,373,0,0.022944,0.023989,-230.279,-540.793,657.056,0.671018
907,0.907,386,0,0.045161,0.030471,-217.741,-530.902,669.61,0.570268
908,0.908,389,0,0.047354,0.022684,-206.345,-521.007,680.752,0.569793
909,0.909,392,0,0.022114,0.016113,-196.241,-511.107,690.377,0.667068
910,0.91,389,0,0.034234,0.020196,-187.524,-501.206,698.423,0.856774
911,0.911,384,0,0.07562,0.017482,-180.221,-491.309,704.877,1.13105
912,0.912,380,0,0.06216,0.015497,-174.295,-481.423,709.774,1.47976
913,0.913,372,0,0.174197,0.018308,-169.671,-471.56,713.181,1.89089
914,0.914,363,0,0.099953,0.018237,-166.259,-461.73,715.169,2.35083
915,0.915,356,0,0.088165,0.016157,-163.977,-451.948,715.799,2.84486
916,0.916,346,0,0.06629,0.017415,-162.755,-442.229,715.121,3.35744
917,0.917,340,0,0.02036,0.019561,-162.525,-432.588,713.172,3.87272
918,0.918,338,0,0.103027,0.028639,-163.256,-423.041,709.96,4.37488
919,0.919,333,0,0.019921,0.046704,-164.934,-413.604,705.493,4.84853
920,0.92,329,0,0.03874,0.018911,-167.553,-404.292,699.765,5.27916
921,0.921,322,0,0.081735,0.021865,-171.122,-395.121,692.777,5.65349
922,0.922,314,0,0.089784,0.012255,-175.638,-386.103,684.524,5.95983
923,0.923,311,0,0.043846,0.010678,-181.128,-377.25,675.011,6.18844
924,0.924,303,0,0.103466,0.016674,-187.593,-368.573,664.263,6.33181
925,0.925,294,0,0.073457,0.034967,-195.018,-360.078,652.338,6.38495
926,0.926,287,0,0.019839,0.070362,-203.357,-351.771,639.3,6.34554
927,0.927,279,0,0.019741,0.023664,-212.561,-343.653,625.235,6.21405
928,0.928,272,0,0.093445,0.023503,-222.552,-335.726,610.246,5.99381
929,0.929,264,0,0.029017,0.02645,-233.231,-327.984,594.458,5.69091
930,0.93,259,0,0.075042,0.031674,-244.48,-320.422,577.987,5.31407
931,0.931,255,0,0.028197,0.015177,-256.194,-313.032,560.954,4.87439
932,0.932,249,0,0.071057,0.018012,-268.253,-305.801,543.484,4.38503
933,0.933,246,0,0.112535,0.015736,-280.535,-298.718,525.691,3.86076
934,0.934,242,0,0.025904,0.017096,-292.934,-291.766,507.682,3.31753
935,0.935,237,0,0.162187,0.016868,-305.347,-284.929,489.557,2.77187
936,0.936,232,0,0.256478,0.017229,-317.679,-278.192,471.408,2.24042
937,0.937,227,0,0.029988,0.01556,-329.842,-271.537,453.319,1.73929
938,0.9380000000000001,224,0,0.017047,0.017443,-341.762,-264.949,435.365,1.28353
939,0.9390000000000001,212,0,0.047096,0.015846,-353.371,-258.411,417.614,0.886655
940,0.9400000000000001,206,0,0.020478,0.016316,-364.611,-251.91,400.127,0.560118
941,0.9410000000000001,199,0,0.071978,0.017536,-375.426,-245.435,382.969,0.312981
942,0.9420000000000001,193,0,0.017651,0.016794,-385.763,-238.976,366.184,0.151601
943,0.9430000000000001,186,0,0.018175,0.0154,-395.584,-232.528,349.824,0.0794333
944,0.9440000000000001,181,0,0.060366,0.039025,-404.844,-226.086,333.93,0.0969489
945,0.9450000000000001,168,0,0.044212,0.015693,-413.509,-219.651,318.546,0.20165
946,0.9460000000000001,160,0,0.123617,0.016403,-421.538,-213.224,303.716,0.388194
947,0.9470000000000001,153,0,0.018074,0.016238,-428.89,-206.811,289.483,0.648618
948,0.9480000000000001,150,0,0.023836,0.012973,-435.528,-200.421,275.889,0.972651
949,0.9490000000000001,146,0,0.015043,0.017332,-441.409,-194.063,262.977,1.3481
950,0.9500000000000001,141,0,0.040231,0.021193,-446.496,-187.751,250.782,1.76129
951,0.9510000000000001,134,0,0.044081,0.07069,-450.76,-181.496,239.335,2.19756
952,0.9520000000000001,126,0,0.016106,0.024215,-454.173,-175.316,228.653,2.64179
953,0.9530000000000001,121,0,0.021999,0.030702,-456.719,-169.224,218.742,3.07887
954,0.9540000000000001,117,0,0.016238,0.037072,-458.396,-163.236,209.585,3.49426
955,0.9550000000000001,109,0,0.013676,0.019252,-459.224,-157.367,201.144,3.87442
956,0.9560000000000001,104,0,0.042019,0.015655,-459.26,-151.629,193.363,4.20724
957,0.9570000000000001,103,0,0.013826,0.035449,-458.574,-146.037,186.174,4.48244
958,0.9580000000000001,95,0,0.07105,0.016416,-457.24,-140.599,179.51,4.69179
959,0.9590000000000001,92,0,0.01702,0.016113,-455.338,-135.324,173.303,4.82943
960,0.96,88,0,0.021571,0.01611,-452.945,-130.218,167.485,4.8919
961,0.961,82,0,0.07189,0.018663,-450.135,-125.284,162.002,4.87825
962,0.962,77,0,0.014944,0.016057,-446.977,-120.524,156.781,4.78998
963,0.963,76,0,0.015011,0.016862,-443.543,-115.935,151.761,4.63095
964,0.964,69,0,0.017918,0.016881,-439.891,-111.515,146.885,4.40714
965,0.965,67,0,0.01397,0.0919,-436.078,-107.256,142.104,4.12646
966,0.966,65,0,0.166231,0.012556,-432.164,-103.151,137.368,3.79841
967,0.967,60,0,0.016165,0.023569,-428.201,-99.1896,132.631,3.43372
968,0.968,58,0,0.018218,0.011831,-424.236,-95.362,127.85,3.04404
969,0.969,55,0,0.068095,0.013427,-420.317,-91.656,122.989,2.64147
970,0.97,54,0,0.014898,0.011712,-416.482,-88.0595,118.015,2.23821
971,0.971,51,0,0.015504,0.014505,-412.771,-84.56,112.905,1.84621
972,0.972,51,0,0.029153,0.014928,-409.221,-81.1457,107.644,1.47675
973,0.973,49,0,0.057578,0.014277,-405.848,-77.805,102.229,1.14013
974,0.974,49,0,0.061345,0.015365,-402.657,-74.5277,96.6743,0.845425
975,0.975,47,0,0.013615,0.119446,-399.635,-71.3046,91.0044,0.600186
976,0.976,46,0,0.042549,0.013729,-396.758,-68.1282,85.2569,0.410283
977,0.977,43,0,0.022511,0.015711,-393.987,-64.9924,79.4787,0.27976
978,0.978,40,0,0.014943,0.011757,-391.28,-61.8933,73.7255,0.210764
979,0.979,39,0,0.06495,0.011201,-388.582,-58.8288,68.0617,0.203522
980,0.98,36,0,0.014439,0.011543,-385.83,-55.7985,62.5574,0.256379
981,0.981,34,0,0.014473,0.011766,-382.954,-52.8042,57.2848,0.365889
982,0.982,33,0,0.016945,0.014366,-379.885,-49.8494,52.3147,0.526959
983,0.983,28,0,0.044039,0.011294,-376.555,-46.9392,47.7132,0.733032
984,0.984,26,0,0.029289,0.012677,-372.903,-44.0802,43.5388,0.976318
