step,time_sec,barrier_active_samples,penalty_active_samples,barrier_solver_time_sec,penalty_solver_time_sec,barrier_energy_main,penalty_energy_main,barrier_energy_sub0,penalty_energy_sub0
308,0.308,0,721,0.01357,0.049501,-430.735,-1239.98,33.2466,159.359
309,0.309,0,721,0.014188,0.173209,-424.542,-1269.75,29.9721,149.133
310,0.31,0,721,0.021631,0.199866,-418.56,-1298.39,26.6885,138.994
311,0.311,0,721,0.012891,0.23828,-412.691,-1325.83,23.4948,128.989
312,0.312,0,721,0.021221,0.064886,-406.833,-1352.01,20.4874,119.162
313,0.313,0,720,0.060026,0.225863,-400.891,-1376.85,17.7563,109.559
314,0.314,0,713,0.05723,0.224281,-394.772,-1400.29,15.3809,100.227
315,0.315,0,702,0.012774,0.070279,-388.398,-1422.27,13.4278,91.2077
316,0.316,0,694,0.0115,0.067994,-381.699,-1442.75,11.9475,82.5468
317,0.317,0,687,0.046139,0.486676,-374.626,-1461.7,10.9734,74.2834
318,0.318,0,680,0.078959,0.060879,-367.146,-1479.06,10.5208,66.4517
319,0.319,0,674,0.058185,0.069461,-359.242,-1494.82,10.587,59.0809
320,0.32,0,669,0.014858,0.052768,-350.918,-1508.95,11.1526,52.195
321,0.321,0,663,0.015874,0.067622,-342.193,-1521.41,12.1826,45.8133
322,0.322,0,657,0.011996,0.065658,-333.103,-1532.19,13.6295,39.9496
323,0.323,0,652,0.14055,0.336005,-323.696,-1541.27,15.4353,34.6127
324,0.324,0,648,0.033616,0.049547,-314.031,-1548.66,17.5343,29.806
325,0.325,0,641,0.014638,0.053031,-304.173,-1554.33,19.856,25.5277
326,0.326,0,635,0.014624,2.979689,-294.195,-1558.3,22.3269,21.7702
327,0.327,0,623,0.016829,2.831094,-284.168,-1560.58,24.8725,18.5205
328,0.328,0,606,0.043952,1.640691,-274.169,-1561.18,27.4191,15.7606
329,0.329,0,588,0.065846,1.52785,-264.27,-1560.14,29.894,13.4677
330,0.33,0,562,0.014556,0.602614,-254.545,-1557.51,32.2275,11.6144
331,0.331,0,536,0.014321,3.925829,-245.064,-1553.35,34.3528,10.1696
332,0.332,0,504,0.012341,0.290306,-235.894,-1547.74,36.2069,9.09877
333,0.333,0,469,0.027899,0.0691,-227.097,-1540.75,37.7322,8.36431
334,0.334,0,434,0.031389,0.303707,-218.732,-1532.51,38.8772,7.92653
335,0.335,0,402,0.012524,0.092997,-210.85,-1523.1,39.5983,7.74437
336,0.336,0,370,0.014653,0.680759,-203.496,-1512.65,39.8612,7.77683
337,0.337,0,340,0.029529,0.449564,-196.704,-1501.26,39.6429,7.98375
338,0.338,0,313,0.012005,0.038899,-190.498,-1489.05,38.9334,8.32625
339,0.339,0,286,0.014693,0.061578,-184.887,-1476.12,37.7366,8.76712
340,0.34,0,262,0.059277,0.164616,-179.868,-1462.55,36.0721,9.27122
341,0.341,0,235,0.016812,0.217691,-175.422,-1448.44,33.975,9.80585
342,0.342,0,213,0.025794,0.028722,-171.512,-1433.89,31.496,10.341
343,0.343,0,187,0.010747,0.035278,-168.089,-1418.98,28.7006,10.8493
344,0.34400000000000003,0,157,0.013924,0.212001,-165.085,-1403.8,25.6672,11.3061
345,0.34500000000000003,0,136,0.011133,0.028245,-162.422,-1388.42,22.4847,11.6892
346,0.34600000000000003,0,114,0.04543,0.106878,-160.01,-1372.93,19.2501,11.9793
347,0.34700000000000003,0,99,0.013631,0.178218,-157.752,-1357.38,16.0642,12.1602
348,0.34800000000000003,0,85,0.043887,0.068596,-155.544,-1341.84,13.0286,12.2195
349,0.34900000000000003,0,72,0.013344,0.147727,-153.284,-1326.34,10.2415,12.1494
350,0.35000000000000003,0,61,0.015187,0.025195,-150.874,-1310.93,7.79355,11.9469
351,0.35100000000000003,0,50,0.061563,0.02616,-148.222,-1295.63,5.76456,11.6139
352,0.352,0,42,0.013958,0.039306,-145.247,-1280.46,4.22015,11.1572
353,0.353,0,36,0.043044,0.096984,-141.883,-1265.43,3.20904,10.588
354,0.354,0,29,0.019744,0.13911,-138.08,-1250.55,2.76109,9.92111
355,0.355,0,23,0.012266,0.024035,-133.81,-1235.81,2.88609,9.17404
356,0.356,0,18,0.081369,0.024342,-129.061,-1221.21,3.57333,8.36647
357,0.357,0,15,0.045551,0.089601,-123.845,-1206.74,4.79204,7.51933
358,0.358,0,11,0.011921,0.024041,-118.193,-1192.37,6.49263,6.65421
359,0.359,0,8,0.039659,0.158943,-112.155,-1178.1,8.60866,5.79282
360,0.36,0,5,0.013091,0.154772,-105.798,-1163.91,11.0594,4.95656
361,0.361,0,4,0.036401,0.267975,-99.2033,-1149.79,13.7528,4.16602
362,0.362,0,2,0.014632,0.095077,-92.4643,-1135.7,16.5894,3.44056
363,0.363,0,2,0.022717,0.094125,-85.6813,-1121.65,19.4654,2.79781
364,0.364,0,0,0.012114,0.022388,-78.9587,-1107.6,22.2772,2.25324
365,0.365,0,0,0.016073,0.021724,-72.4012,-1093.56,24.9244,1.81971
366,0.366,0,0,0.014301,0.04017,-66.1099,-1079.5,27.3137,1.50719
367,0.367,0,0,0.011462,0.109696,-60.1787,-1065.41,29.3621,1.32244
368,0.368,0,0,0.03392,0.022168,-54.6912,-1051.29,30.9993,1.26886
369,0.369,0,0,0.049365,0.021999,-49.7182,-1037.14,32.1703,1.34639
370,0.37,0,0,0.012338,0.042226,-45.315,-1022.95,32.8368,1.55148
371,0.371,0,0,0.011414,0.025301,-41.52,-1008.74,32.978,1.87713
372,0.372,0,0,0.016777,0.032214,-38.3539,-994.494,32.5914,2.31296
373,0.373,0,0,0.016271,0.013763,-35.8192,-980.238,31.6921,2.84541
374,0.374,0,0,0.181415,0.0241,-33.9003,-965.983,30.3123,3.45788
375,0.375,0,0,0.018194,0.020981,-32.5646,-951.743,28.4997,4.13114
376,0.376,0,0,0.014403,0.022743,-31.7639,-937.54,26.3158,4.84369
377,0.377,0,0,0.049721,0.022168,-31.4361,-923.395,23.8332,5.5724
378,0.378,0,0,0.012994,0.019015,-31.5077,-909.33,21.1337,6.29319
379,0.379,0,0,0.023536,0.056407,-31.8963,-895.37,18.305,6.98184
380,0.38,0,0,0.042058,0.019811,-32.5134,-881.54,15.4377,7.61488
381,0.381,0,0,0.015049,0.227234,-33.2676,-867.863,12.6227,8.17053
382,0.382,0,0,0.05777,0.089531,-34.0672,-854.362,9.94753,8.62952
383,0.383,0,0,0.012215,0.017807,-34.8239,-841.055,7.49428,8.97592
384,0.384,0,0,0.02921,0.017899,-35.4551,-827.959,5.33641,9.1977
385,0.385,0,0,0.015044,0.017999,-35.8866,-815.086,3.53665,9.28725
386,0.386,0,0,0.009638,0.024759,-36.0554,-802.443,2.14495,9.24155
387,0.387,0,0,0.008546,0.020442,-35.911,-790.033,1.19702,9.06224
388,0.388,0,0,0.01649,0.016021,-35.4176,-777.856,0.713245,8.75546
389,0.389,0,0,0.012072,0.027471,-34.5547,-765.904,0.698199,8.33153
390,0.39,0,0,0.032096,0.020694,-33.3178,-754.167,1.14065,7.80445
391,0.391,0,0,0.037466,0.022345,-31.7183,-742.63,2.01414,7.19133
392,0.392,0,0,0.029384,0.021192,-29.783,-731.278,3.27808,6.51171
393,0.393,0,0,0.051685,0.015347,-27.5529,-720.089,4.87933,5.78686
394,0.394,0,0,0.029155,0.014818,-25.0816,-709.043,6.75424,5.039
395,0.395,0,0,0.089244,0.020344,-22.4334,-698.116,8.83097,4.2906
396,0.396,0,0,0.012081,0.026098,-19.6809,-687.287,11.0321,3.56365
397,0.397,0,0,0.01382,0.023862,-16.9021,-676.533,13.2777,2.87897
398,0.398,0,0,0.028036,0.039341,-14.1777,-665.833,15.4875,2.25565
399,0.399,0,0,0.03452,0.029205,-11.5885,-655.168,17.5846,1.71052
400,0.4,0,0,0.039982,0.028071,-9.21217,-644.521,19.4973,1.25767
401,0.401,0,0,0.019429,0.027776,-7.12074,-633.878,21.1622,0.908203
402,0.402,0,0,0.027173,0.054951,-5.37829,-623.228,22.5254,0.669932
403,0.403,0,0,0.011727,0.13496,-4.03879,-612.562,23.5451,0.547292
404,0.404,0,0,0.015898,0.027953,-3.14448,-601.877,24.1919,0.541287
405,0.405,0,0,0.031242,0.046429,-2.72468,-591.172,24.4501,0.649549
406,0.406,0,0,0.015279,0.017406,-2.79515,-580.448,24.3175,0.866463
407,0.40700000000000003,0,0,0.020263,0.013411,-3.35787,-569.712,23.8053,1.18338
408,0.40800000000000003,0,0,0.016109,0.013647,-4.40143,-558.971,22.9371,1.58885
409,0.40900000000000003,0,0,0.016197,0.012048,-5.90178,-548.239,21.7479,2.069
410,0.41000000000000003,0,0,0.01332,0.012978,-7.8235,-537.528,20.2825,2.60787
411,0.41100000000000003,0,0,0.013688,0.014966,-10.1213,-526.856,18.5933,3.18784
412,0.41200000000000003,0,0,0.024395,0.015222,-12.7422,-516.238,16.7388,3.79011
413,0.41300000000000003,0,0,0.028945,0.018302,-15.6271,-505.695,14.7811,4.39525
414,0.41400000000000003,0,0,0.013232,0.0164,-18.7134,-495.246,12.7834,4.98369
415,0.41500000000000004,0,0,0.012528,0.015755,-21.9373,-484.911,10.8083,5.53631
416,0.41600000000000004,0,0,0.029474,0.014863,-25.2356,-474.709,8.91558,6.03505
417,0.417,0,0,0.059207,0.021652,-28.5483,-464.658,7.1601,6.46343
418,0.418,0,0,0.130717,0.027017,-31.8199,-454.775,5.59043,6.80713
419,0.419,0,0,0.017844,0.012975,-35.0016,-445.073,4.24741,7.05446
420,0.42,0,0,0.011722,0.012591,-38.0524,-435.566,3.16316,7.19679
421,0.421,0,0,0.007898,0.016272,-40.9399,-426.262,2.36041,7.22887
422,0.422,0,0,0.010169,0.011325,-43.6414,-417.165,1.85214,7.14902
423,0.423,0,0,0.0169,0.013269,-46.1439,-408.278,1.64165,6.95927
424,0.424,0,0,0.014314,0.027111,-48.4443,-399.599,1.72282,6.66531
425,0.425,0,0,0.012783,0.020884,-50.5487,-391.121,2.08074,6.27627
426,0.426,0,0,0.042894,0.014771,-52.4724,-382.836,2.69255,5.80446
427,0.427,0,0,0.061644,0.015,-54.2384,-374.732,3.52848,5.26494
428,0.428,0,0,0.019071,0.015109,-55.8768,-366.792,4.55304,4.67499
429,0.429,0,0,0.042839,0.016332,-57.4235,-358.999,5.72637,4.05346
430,0.43,0,0,0.020981,0.018146,-58.9186,-351.335,7.00556,3.42017
431,0.431,0,0,0.091324,0.013321,-60.4054,-343.78,8.3461,2.79515
432,0.432,0,0,0.019088,0.017899,-61.9287,-336.312,9.70319,2.19795
433,0.433,0,0,0.02695,0.020028,-63.5336,-328.914,11.0331,1.64699
434,0.434,0,0,0.015834,0.014486,-65.2641,-321.565,12.2944,1.1589
435,0.435,0,0,0.013684,0.014926,-67.162,-314.249,13.4492,0.747945
436,0.436,0,0,0.052666,0.013503,-69.2653,-306.953,14.4636,0.42564
437,0.437,0,0,0.014265,0.013936,-71.608,-299.663,15.3093,0.20033
438,0.438,0,0,0.04317,0.022027,-74.2187,-292.372,15.9638,0.0769932
439,0.439,0,0,0.061117,0.011936,-77.1199,-285.076,16.4106,0.0571272
440,0.44,0,0,0.022206,0.012945,-80.3281,-277.771,16.6401,0.138773
441,0.441,0,0,0.019803,0.014625,-83.8529,-270.461,16.6492,0.316655
442,0.442,0,0,0.015604,0.012494,-87.6973,-263.151,16.4414,0.582435
443,0.443,0,0,0.025518,0.015127,-91.8577,-255.848,16.0265,0.925066
444,0.444,0,0,0.013119,0.011963,-96.3243,-248.565,15.42,1.33122
445,0.445,0,0,0.028758,0.013325,-101.081,-241.315,14.6426,1.78581
446,0.446,0,0,0.023215,0.012705,-106.108,-234.113,13.7195,2.2725
447,0.447,0,0,0.019201,0.014717,-111.378,-226.975,12.6794,2.7743
448,0.448,0,0,0.079224,0.019372,-116.864,-219.919,11.5535,3.27413
449,0.449,0,0,0.04931,0.014899,-122.533,-212.962,10.375,3.75538
450,0.45,0,0,0.0873,0.014783,-128.352,-206.12,9.17722,4.20246
451,0.451,0,0,0.023439,0.019357,-134.288,-199.41,7.99347,4.6012
452,0.452,0,0,0.013308,0.05887,-140.307,-192.845,6.85557,4.93937
453,0.453,0,0,0.012744,0.030947,-146.377,-186.437,5.79311,5.20693
454,0.454,0,0,0.036752,0.02496,-152.468,-180.198,4.83268,5.39633
455,0.455,0,0,0.014183,0.040268,-158.554,-174.134,3.99717,5.50266
456,0.456,0,0,0.012708,0.016982,-164.61,-168.251,3.30528,5.52377
457,0.457,0,0,0.02482,0.015709,-170.62,-162.55,2.77107,5.4602
458,0.458,0,0,0.012956,0.013718,-176.568,-157.03,2.40378,5.31512
459,0.459,0,0,0.254977,0.015856,-182.446,-151.69,2.20771,5.09418
460,0.46,0,0,0.038018,0.015037,-188.248,-146.523,2.18229,4.80523
461,0.461,0,0,0.040346,0.014304,-193.976,-141.52,2.32226,4.45802
462,0.462,0,0,0.023383,0.014861,-199.635,-136.673,2.618,4.06389
463,0.463,0,0,0.01741,0.015127,-205.235,-131.97,3.0559,3.63533
464,0.464,0,0,0.033289,0.016149,-210.789,-127.398,3.6189,3.18559
465,0.465,0,0,0.034826,0.014126,-216.315,-122.943,4.28704,2.72828
466,0.466,0,0,0.012854,0.016799,-221.832,-118.593,5.03804,2.27691
467,0.467,0,0,0.01538,0.015897,-227.364,-114.333,5.84798,1.84452
468,0.468,0,0,0.033088,0.01414,-232.934,-110.151,6.69193,1.44325
469,0.46900000000000003,0,0,0.013686,0.014417,-238.567,-106.033,7.54459,1.08406
470,0.47000000000000003,0,0,0.015524,0.015408,-244.289,-101.97,8.38094,0.776379
471,0.47100000000000003,0,0,0.017922,0.014024,-250.125,-97.9514,9.17682,0.527877
472,0.47200000000000003,0,0,0.013752,0.017239,-256.099,-93.9696,9.90956,0.344263
473,0.47300000000000003,0,0,0.012408,0.011919,-262.234,-90.0189,10.5584,0.22916
474,0.47400000000000003,0,0,0.015637,0.014771,-268.551,-86.0958,11.1051,0.184034
475,0.47500000000000003,0,0,0.059245,0.012093,-275.068,-82.1987,11.5342,0.208198
476,0.47600000000000003,0,0,0.012945,0.01194,-281.801,-78.3284,11.8334,0.298868
477,0.47700000000000004,0,0,0.013339,0.013393,-288.761,-74.4876,11.9942,0.451293
478,0.47800000000000004,0,0,0.011215,0.011082,-295.959,-70.6812,12.0114,0.658934
479,0.47900000000000004,0,0,0.01526,0.01087,-303.398,-66.9159,11.8838,0.913695
480,0.48,0,0,0.014169,0.010965,-311.08,-63.1996,11.6142,1.2062
481,0.481,0,0,0.015521,0.013784,-319.002,-59.542,11.2091,1.52612
482,0.482,0,0,0.01156,0.011287,-327.158,-55.9534,10.6786,1.86248
483,0.483,0,0,0.014355,0.015906,-335.537,-52.4448,10.0364,2.20404
484,0.484,0,0,0.015725,0.027041,-344.126,-49.0277,9.29919,2.53963
485,0.485,0,0,0.013455,0.016937,-352.907,-45.7132,8.48657,2.85849
486,0.486,0,0,0.015055,0.01439,-361.862,-42.5122,7.62024,3.15065
487,0.487,0,0,0.011677,0.014632,-370.968,-39.4347,6.72355,3.40715
488,0.488,0,0,0.014756,0.015293,-380.202,-36.4898,5.82089,3.62034
489,0.489,0,0,0.013758,0.017168,-389.538,-33.6851,4.93699,3.78411
490,0.49,0,0,0.009856,0.016452,-398.953,-31.0268,4.0962,3.89399
491,0.491,0,0,0.010556,0.015995,-408.421,-28.5193,3.32178,3.9473
492,0.492,0,0,0.010847,0.018015,-417.92,-26.1653,2.63521,3.94319
493,0.493,0,0,0.075555,0.013827,-427.427,-23.9658,2.05548,3.88258
494,0.494,0,0,0.014718,0.011589,-436.924,-21.9197,1.59855,3.76813
495,0.495,0,0,0.030478,0.012627,-446.394,-20.0243,1.27676,3.60409
496,0.496,0,0,0.011511,0.012223,-455.824,-18.2753,1.09844,3.39614
497,0.497,0,0,0.01442,0.013988,-465.208,-16.667,1.06761,3.15115
498,0.498,0,0,0.066729,0.013949,-474.539,-15.1924,1.18379,2.87697
499,0.499,0,0,0.009192,0.011403,-483.82,-13.8437,1.44199,2.58212
500,0.5,0,0,0.021484,0.011712,-493.054,-12.6123,1.83282,2.27556
501,0.501,0,0,0.015248,0.011841,-502.252,-11.489,2.34273,1.96635
502,0.502,0,0,0.012929,0.013086,-511.427,-10.4648,2.95445,1.66345
503,0.503,0,0,0.026766,0.017603,-520.597,-9.53062,3.64749,1.37535
504,0.504,0,0,0.020873,0.013388,-529.782,-8.67795,4.39878,1.10995
505,0.505,0,0,0.051704,0.013569,-539.005,-7.89883,5.18339,0.874222
506,0.506,0,0,0.017874,0.016756,-548.291,-7.18623,5.97536,0.674139
507,0.507,0,0,0.013403,0.031964,-557.668,-6.53416,6.74848,0.514459
508,0.508,0,0,0.03186,0.016216,-567.16,-5.93783,7.47717,0.398647
509,0.509,0,0,0.017692,0.02271,-576.794,-5.39375,8.1373,0.328806
510,0.51,0,0,0.01116,0.023422,-586.595,-4.89983,8.70696,0.305648
511,0.511,0,0,0.011841,0.020703,-596.584,-4.45536,9.16718,0.328515
512,0.512,0,0,0.10019,0.01617,-606.78,-4.06101,9.50253,0.395427
513,0.513,0,0,0.065502,0.015654,-617.199,-3.71879,9.70164,0.503168
514,0.514,0,0,0.013379,0.013585,-627.852,-3.43194,9.75751,0.647406
515,0.515,0,0,0.01272,0.014053,-638.747,-3.20483,9.66781,0.822839
516,0.516,0,0,0.009118,0.01652,-649.885,-3.04281,9.43486,1.02336
517,0.517,0,0,0.021889,0.015283,-661.265,-2.95203,9.06557,1.24225
518,0.518,0,0,0.009917,0.014631,-672.879,-2.93926,8.57122,1.47236
519,0.519,2,0,0.128303,0.013646,-684.716,-3.0117,7.96702,1.70636
520,0.52,2,0,0.045106,0.012472,-696.754,-3.17674,7.27338,1.93688
521,0.521,2,0,0.062866,0.013749,-708.804,-3.44178,6.53274,2.15679
522,0.522,3,0,0.018709,0.013025,-720.801,-3.81402,5.8283,2.35935
523,0.523,5,0,0.092181,0.01241,-732.802,-4.30021,5.2514,2.53843
524,0.524,5,0,0.022005,0.017771,-744.836,-4.90655,4.85946,2.68865
525,0.525,5,0,0.092823,0.012679,-756.863,-5.63845,4.67174,2.80552
526,0.526,6,0,0.069984,0.012605,-768.822,-6.5004,4.6924,2.88561
527,0.527,6,0,0.021294,0.01375,-780.665,-7.49587,4.92788,2.92657
528,0.528,7,0,0.020582,0.012182,-792.362,-8.6272,5.39234,2.92725
529,0.529,10,0,0.056285,0.011828,-803.891,-9.89555,6.10925,2.88768
530,0.53,11,0,0.061688,0.013548,-815.22,-11.3009,7.12165,2.8091
531,0.531,14,0,0.017905,0.02418,-826.2,-12.8419,8.47862,2.69385
532,0.532,17,0,0.027951,0.014236,-836.825,-14.5164,10.2406,2.54538
533,0.533,21,0,0.132361,0.012895,-847.081,-16.3206,12.4651,2.36806
534,0.534,29,0,0.016298,0.012641,-856.905,-18.2504,15.1827,2.16711
535,0.535,35,0,0.023348,0.013139,-866.005,-20.3004,18.3928,1.94837
536,0.536,39,0,0.076364,0.012881,-874.063,-22.4646,22.2512,1.71821
537,0.537,43,0,0.0832,0.012854,-881.395,-24.7368,26.956,1.48325
538,0.538,51,0,0.030986,0.013541,-888.054,-27.1102,32.5679,1.25021
539,0.539,57,0,0.026124,0.015122,-893.787,-29.578,39.0599,1.02572
540,0.54,63,0,0.056574,0.012266,-898.193,-32.1336,46.3989,0.816074
541,0.541,71,0,0.077533,0.014721,-900.989,-34.7707,54.7183,0.627081
542,0.542,79,0,0.025946,0.016364,-902.692,-37.4833,64.1834,0.463888
543,0.543,87,0,0.016551,0.017214,-902.98,-40.2663,74.8644,0.330824
544,0.544,99,0,0.140207,0.014764,-901.541,-43.1154,86.8198,0.231281
545,0.545,111,0,0.0175,0.01315,-898.568,-46.0271,100.115,0.167613
546,0.546,123,0,0.017667,0.020164,-894.124,-48.999,114.676,0.141081
547,0.547,133,0,0.070159,0.013768,-887.835,-52.03,130.559,0.151817
548,0.548,145,0,0.016799,0.024976,-880.172,-55.1198,147.869,0.198831
549,0.549,151,0,0.016915,0.014373,-870.443,-58.2694,166.725,0.280049
550,0.55,167,0,0.019028,0.014453,-859.295,-61.4811,187.173,0.392384
551,0.551,182,0,0.016988,0.10677,-846.956,-64.7578,209.013,0.531838
552,0.552,201,0,0.078354,0.021684,-833.36,-68.1036,232.019,0.69363
553,0.553,220,0,0.06303,0.020825,-818.442,-71.5233,256.138,0.872346
554,0.554,234,0,0.061621,0.01453,-802.044,-75.0225,281.388,1.06211
555,0.555,252,0,0.018316,0.016457,-784.123,-78.6069,307.864,1.25677
556,0.556,278,0,0.020471,0.014957,-764.717,-82.2828,335.599,1.45007
557,0.557,303,0,0.018125,0.016584,-743.7,-86.0566,364.547,1.63587
558,0.558,342,0,0.178443,0.02163,-720.856,-89.9343,394.628,1.80832
559,0.559,367,0,0.029572,0.014663,-695.933,-93.9219,425.746,1.96202
560,0.56,388,0,0.023933,0.013618,-669.006,-98.0248,457.888,2.09219
561,0.561,405,0,0.087653,0.014802,-640.793,-102.248,490.989,2.19486
562,0.562,416,0,0.026783,0.013912,-611.508,-106.595,524.8,2.26688
563,0.5630000000000001,433,0,0.069229,0.015053,-581.361,-111.07,559.008,2.30612
564,0.5640000000000001,434,0,0.025549,0.015651,-551.03,-115.673,593.347,2.31145
565,0.5650000000000001,432,0,0.10677,0.0176,-520.767,-120.408,627.643,2.28282
566,0.5660000000000001,429,0,0.01857,0.015841,-490.534,-125.273,661.876,2.2212
567,0.5670000000000001,425,0,0.249512,0.102333,-460.215,-130.268,696.131,2.12858
568,0.5680000000000001,416,0,0.042728,0.028633,-429.673,-135.39,730.475,2.00789
569,0.5690000000000001,410,0,0.124884,0.025219,-398.814,-140.637,764.876,1.86288
570,0.5700000000000001,400,0,0.105556,0.016763,-367.626,-146.005,799.206,1.69802
571,0.5710000000000001,389,0,0.034711,0.018331,-336.176,-151.489,833.255,1.51835
572,0.5720000000000001,383,0,0.028478,0.01504,-304.624,-157.084,866.736,1.32932
573,0.5730000000000001,376,0,0.090362,0.016805,-273.211,-162.785,899.319,1.13659
574,0.5740000000000001,368,0,0.019383,0.019741,-242.236,-168.587,930.649,0.945893
575,0.5750000000000001,364,0,0.020151,0.022636,-212.042,-174.482,960.372,0.762824
576,0.5760000000000001,364,0,0.023324,0.019048,-182.991,-180.466,988.143,0.592681
577,0.577,365,0,0.056879,0.022996,-155.45,-186.534,1013.64,0.4403
578,0.578,363,0,0.019565,0.024301,-129.78,-192.68,1036.55,0.309908
579,0.579,364,0,0.070566,0.017901,-106.319,-198.9,1056.6,0.205
580,0.58,365,0,0.021456,0.018128,-85.3677,-205.191,1073.55,0.128232
581,0.581,366,0,0.034571,0.015127,-67.1785,-211.549,1087.22,0.0813531
582,0.582,367,0,0.063103,0.014725,-51.9479,-217.974,1097.46,0.0651567
583,0.583,370,0,0.018084,0.015876,-39.823,-224.465,1104.14,0.0794674
584,0.584,372,0,0.021312,0.032517,-30.9084,-231.021,1107.2,0.123157
585,0.585,378,0,0.051594,0.024444,-25.2723,-237.644,1106.61,0.194193
586,0.586,380,0,0.018437,0.014703,-22.9461,-244.335,1102.36,0.289708
587,0.587,382,0,0.01818,0.019185,-23.921,-251.099,1094.51,0.406106
588,0.588,382,0,0.050552,0.014966,-28.144,-257.937,1083.17,0.539182
589,0.589,386,0,0.026128,0.021611,-35.5184,-264.856,1068.49,0.684259
590,0.59,393,0,0.1347,0.019771,-45.9081,-271.858,1050.64,0.836347
591,0.591,395,0,0.023428,0.015606,-59.1452,-278.95,1029.83,0.990305
592,0.592,396,0,0.021837,0.015885,-75.0386,-286.137,1006.28,1.141
593,0.593,396,0,0.040211,0.01431,-93.3864,-293.423,980.237,1.28348
594,0.594,395,0,0.034291,0.016802,-113.975,-300.814,951.923,1.41311
595,0.595,396,0,0.281871,0.017809,-136.58,-308.314,921.589,1.52575
596,0.596,395,0,0.064453,0.016547,-160.962,-315.927,889.506,1.61785
597,0.597,391,0,0.072086,0.014118,-186.858,-323.658,855.936,1.68655
598,0.598,387,0,0.091312,0.035257,-214.001,-331.509,821.146,1.7298
599,0.599,377,0,0.020235,0.018168,-242.11,-339.481,785.416,1.74639
600,0.6,372,0,0.091724,0.024117,-270.889,-347.577,749.018,1.73596
601,0.601,356,0,0.037832,0.020963,-300.051,-355.797,712.219,1.69903
602,0.602,351,0,0.124411,0.023698,-329.319,-364.139,675.278,1.63697
603,0.603,340,0,0.024119,0.017314,-358.43,-372.604,638.438,1.55192
604,0.604,328,0,0.024872,0.012998,-387.136,-381.187,601.929,1.44673
605,0.605,314,0,0.018668,0.018736,-415.21,-389.888,565.963,1.32484
606,0.606,300,0,0.034475,0.014576,-442.447,-398.701,530.733,1.19018
607,0.607,287,0,0.020903,0.015455,-468.664,-407.624,496.412,1.04703
608,0.608,277,0,0.019446,0.014213,-493.706,-416.651,463.15,0.899882
609,0.609,262,0,0.021105,0.013915,-517.437,-425.779,431.072,0.753274
610,0.61,249,0,0.026107,0.011755,-539.755,-435.003,400.28,0.611663
611,0.611,242,0,0.086927,0.011736,-560.581,-444.318,370.851,0.479276
612,0.612,232,0,0.061283,0.011394,-579.855,-453.719,342.848,0.359982
613,0.613,224,0,0.022629,0.011424,-597.537,-463.204,316.313,0.257169
614,0.614,214,0,0.018555,0.013714,-613.609,-472.769,291.273,0.173649
615,0.615,203,0,0.175223,0.013857,-628.062,-482.411,267.742,0.111576
616,0.616,197,0,0.033244,0.016773,-640.899,-492.127,245.713,0.0723878
617,0.617,185,0,0.019016,0.014185,-652.141,-501.917,225.167,0.0567749
618,0.618,175,0,0.186334,0.014877,-661.815,-511.779,206.08,0.0646695
619,0.619,164,0,0.023503,0.016078,-669.96,-521.713,188.421,0.0952628
620,0.62,157,0,0.049699,0.014683,-676.617,-531.722,172.146,0.147043
621,0.621,147,0,0.162348,0.014424,-681.839,-541.805,157.206,0.217857
622,0.622,135,0,0.019125,0.013285,-685.681,-551.965,143.546,0.304989
623,0.623,130,0,0.070313,0.014063,-688.2,-562.205,131.103,0.405258
624,0.624,126,0,0.064865,0.013401,-689.453,-572.529,119.808,0.515125
625,0.625,120,0,0.016886,0.013265,-689.503,-582.939,109.586,0.630815
626,0.626,113,0,0.027155,0.014536,-688.425,-593.439,100.35,0.748434
627,0.627,106,0,0.031739,0.016414,-686.312,-604.034,92.0033,0.864101
628,0.628,96,0,0.028862,0.014472,-683.266,-614.728,84.444,0.974062
629,0.629,86,0,0.015989,0.014729,-679.396,-625.523,77.568,1.07481
630,0.63,77,0,0.017274,0.102246,-674.812,-636.424,71.2704,1.16319
631,0.631,72,0,0.088806,0.015177,-669.63,-647.434,65.4512,1.23649
632,0.632,67,0,0.077914,0.012297,-663.96,-658.556,60.0264,1.2925
633,0.633,59,0,0.016546,0.01281,-657.896,-669.791,54.9362,1.32962
634,0.634,53,0,0.07863,0.01329,-651.513,-681.141,50.1438,1.34682
635,0.635,45,0,0.022934,0.013928,-644.857,-692.608,45.628,1.34375
636,0.636,39,0,0.089898,0.013381,-637.958,-704.192,41.3772,1.32066
637,0.637,33,0,0.079977,0.014632,-630.832,-715.892,37.3862,1.27842
638,0.638,27,0,0.018163,0.012188,-623.492,-727.708,33.6531,1.21849
639,0.639,22,0,0.017532,0.01191,-615.956,-739.638,30.1848,1.14283
640,0.64,20,0,0.015726,0.012631,-608.232,-751.68,26.9978,1.05385
641,0.641,19,0,0.016475,0.014868,-600.32,-763.832,24.1196,0.95432
642,0.642,15,0,0.175891,0.013009,-592.205,-776.09,21.5802,0.847298
643,0.643,12,0,0.018129,0.013371,-583.866,-788.453,19.4039,0.736004
644,0.644,11,0,0.0193,0.014277,-575.28,-800.916,17.6075,0.623731
645,0.645,9,0,0.01966,0.013507,-566.419,-813.476,16.2008,0.513743
